year,nuts_id,nuts_year_spec,cordis_funding
2020,UKJ37,2016,1467657.5
2020,UKJ44,2016,5922230.31
2020,UKK11,2016,28444275.78
2020,UKK12,2016,3537635.2
2020,UKK13,2016,1187385.38
2020,UKK14,2016,6251204.75
2020,UKK15,2016,129923.75
2020,UKK22,2016,198625.0
2020,UKK30,2016,292750.0
2020,UKK41,2016,3380141.31
2020,UKK43,2016,15295523.69
2020,UKL12,2016,838363.82
2020,UKL14,2016,1868563.79
2020,UKL15,2016,449867.52
2020,UKL16,2016,1208361.25
2020,UKL17,2016,426875.0
2020,UKL18,2016,1289282.52
2020,UKL21,2016,225275.75
2020,UKL22,2016,8768895.36
2020,UKL23,2016,490684.0
2020,UKM50,2016,1868228.27
2020,UKM62,2016,0.0
2020,UKM63,2016,772176.25
2020,UKM65,2016,68125.0
2020,UKM71,2016,5098432.02
2020,UKM72,2016,4654907.67
2020,UKM73,2016,902856.37
2020,UKM75,2016,20453860.79
2020,UKM77,2016,1348101.5
2020,UKM78,2016,475312.5
2020,UKM82,2016,25246214.31
2020,UKM83,2016,1403862.5
2020,UKM84,2016,1084965.0
2020,UKN06,2016,7590141.49
2020,UKN07,2016,28750.0
2020,UKN10,2016,303172.56
2020,UKN12,2016,282795.0
2021,UKC22,2021,1286787.44
2021,UKD11,2021,224933.76
2021,UKD33,2021,3569676.33
2021,UKD44,2021,303172.56
2021,UKE32,2021,337400.64
2021,UKE41,2021,224933.76
2021,UKE42,2021,662801.28
2021,UKE44,2021,921299.52
2021,UKF14,2021,484666.56
2021,UKF21,2021,271732.8
2021,UKG31,2021,3968370.81
2021,UKG33,2021,4378960.38
2021,UKG39,2021,212933.76
2021,UKH12,2021,8373192.44
2021,UKH15,2021,2077208.76
2021,UKH23,2021,0.0
2021,UKH25,2021,224933.76
2021,UKI31,2021,1845220.08
2021,UKI32,2021,4082482.56
2021,UKI41,2021,950259.84
2021,UKI42,2021,650801.28
2021,UKI44,2021,1988710.0
2021,UKJ11,2021,212933.76
2021,UKJ14,2021,7866035.78
2021,UKJ21,2021,287976.0
2021,UKJ25,2021,486203.77
2021,UKJ32,2021,220675.0
2021,UKK11,2021,787839.12
2021,UKK14,2021,1160686.43
2021,UKK43,2021,3413552.68
2021,UKL12,2021,212933.76
2021,UKL22,2021,1076834.88
2021,UKM71,2021,224933.76
2021,UKM72,2021,212933.76
2021,UKM75,2021,2900454.8
2021,UKM82,2021,2855910.52
2021,UKN06,2021,224933.76
