year,lep_id,lep_year_spec,cordis_funding
2019,E37000041,2017,16037881.15
2019,E37000042,2017,84735945.48
2020,E37000001,2020,1526785.2
2020,E37000003,2020,4784901.15
2020,E37000005,2020,292750.0
2020,E37000006,2020,17064601.64
2020,E37000007,2020,2182944.45
2020,E37000009,2020,198625.0
2020,E37000011,2020,1187385.38
2020,E37000012,2020,15095659.19
2020,E37000014,2020,1629879.0
2020,E37000015,2020,37565687.05
2020,E37000016,2020,18675665.0
2020,E37000019,2020,6328400.56
2020,E37000021,2020,7956585.4
2020,E37000022,2020,12777872.02
2020,E37000025,2020,21982861.28
2020,E37000032,2020,193050.0
2020,E37000033,2020,6381128.5
2020,E37000034,2020,1372298.75
2020,E37000035,2020,14851420.76
2020,E37000036,2020,353033.75
2020,E37000037,2020,31981910.98
2020,E37000038,2020,1146256.38
2020,E37000043,2020,98200.0
2020,E37000044,2020,9744547.59
2020,E37000045,2020,18218879.65
2020,E37000046,2020,8522744.16
2020,E37000047,2020,63553431.05
2020,E37000048,2020,4472431.33
2020,E37000049,2020,1032322.5
2020,E37000050,2020,29707212.75
2020,E37000051,2020,194385382.61
2020,E37000052,2020,7096018.6
2020,E37000053,2020,77311932.57
2020,E37000054,2020,23873007.85
2020,E37000055,2020,25467470.83
2020,E37000056,2020,10327435.35
2020,E37000057,2020,7937335.08
2020,E37000058,2020,10848444.11
