year,nuts_id,nuts_year_spec,eurostat_private_non_profit_rd_workforce_data
2016,UKK4,2016,21110000.0
2016,UKM2,2016,5979000.0
2016,UKM3,2016,32215000.000000004
2016,UKM5,2016,0.0
2016,UKM6,2016,4637000.0
2016,UKM7,2016,5979000.0
2016,UKM8,2016,32215000.000000004
2016,UKM9,2016,0.0
2017,UKE1,2016,0.0
2017,UKE2,2016,0.0
2017,UKE3,2016,3536000.0
2017,UKE4,2016,114000.0
2017,UKF1,2016,0.0
2017,UKF2,2016,2509000.0
2017,UKF3,2016,0.0
2017,UKI3,2016,202578000.0
2017,UKI4,2016,18478000.0
2017,UKI5,2016,2053000.0
2017,UKI6,2016,52355000.0
2017,UKI7,2016,92506000.0
2017,UKJ1,2016,14486000.0
2017,UKJ2,2016,77906000.0
2017,UKJ3,2016,4905000.0
2017,UKJ4,2016,0.0
2017,UKK1,2016,798000.0
2017,UKK2,2016,2624000.0
2017,UKK3,2016,0.0
2017,UKK4,2016,15171000.0
2017,UKM2,2016,6274000.0
2017,UKM3,2016,33877000.0
2017,UKM5,2016,0.0
2017,UKM6,2016,4905000.0
2017,UKM7,2016,6274000.0
2017,UKM8,2016,33877000.0
2017,UKM9,2016,0.0
2018,UKE1,2016,0.0
2018,UKE2,2016,0.0
2018,UKE3,2016,3730000.0
2018,UKE4,2016,113000.0
2018,UKF1,2016,0.0
2018,UKF2,2016,2713000.0
2018,UKF3,2016,0.0
2018,UKG1,2016,0.0
2018,UKG2,2016,2035000.0000000002
2018,UKG3,2016,10964000.0
2018,UKH1,2016,209789000.0
2018,UKH2,2016,74263000.0
2018,UKH3,2016,0.0
2018,UKI3,2016,219170000.0
2018,UKI4,2016,20007000.0
2018,UKI5,2016,2148000.0
2018,UKI6,2016,56629000.0
2018,UKI7,2016,100147000.0
2018,UKJ1,2016,15712000.0
2018,UKJ2,2016,84209000.0
2018,UKJ3,2016,5313000.0
2018,UKJ4,2016,0.0
2018,UKK1,2016,904000.0
2018,UKK2,2016,2826000.0
2018,UKK3,2016,0.0
2018,UKK4,2016,16503000.0
2018,UKM5,2016,0.0
2018,UKM6,2016,5200000.0
2018,UKM7,2016,6895000.0
2018,UKM8,2016,36623000.0
2018,UKM9,2016,0.0
