year,nuts_id,nuts_year_spec,epo_hightech_patent_applications
2009,UKM2,2010,132
2009,UKM3,2010,25
2009,UKM5,2010,5
2009,UKM6,2010,28
2009,UKN0,2010,14
2009,UKZZ,2010,24
2008,UKC1,2010,16
2008,UKC2,2010,33
2008,UKD1,2010,2
2008,UKD3,2010,22
2008,UKD4,2010,9
2008,UKD6,2010,3
2008,UKD7,2010,10
2008,UKE1,2010,4
2008,UKE2,2010,7
2008,UKE3,2010,18
2008,UKE4,2010,24
2008,UKF1,2010,42
2008,UKF2,2010,25
2008,UKF3,2010,4
2008,UKG1,2010,48
2008,UKG2,2010,15
2008,UKG3,2010,33
2008,UKH1,2010,300
2008,UKH2,2010,74
2008,UKH3,2010,50
2008,UKI1,2010,190
2008,UKI2,2010,116
2008,UKJ1,2010,229
2008,UKJ2,2010,257
2008,UKJ3,2010,211
2008,UKJ4,2010,16
2008,UKK1,2010,258
2008,UKK2,2010,14
2008,UKK3,2010,2
2008,UKK4,2010,11
2008,UKL1,2010,13
2008,UKL2,2010,20
2008,UKM2,2010,110
2008,UKM3,2010,29
2008,UKM5,2010,9
2008,UKM6,2010,9
2008,UKN0,2010,18
2008,UKZZ,2010,6
2007,UKC1,2010,12
2007,UKC2,2010,14
2007,UKD1,2010,3
2007,UKD3,2010,40
2007,UKD4,2010,9
2007,UKD6,2010,13
2007,UKD7,2010,8
2007,UKE1,2010,7
2007,UKE2,2010,16
2007,UKE3,2010,25
2007,UKE4,2010,11
2007,UKF1,2010,50
2007,UKF2,2010,33
2007,UKF3,2010,4
2007,UKG1,2010,32
2007,UKG2,2010,20
2007,UKG3,2010,24
2007,UKH1,2010,369
2007,UKH2,2010,89
2007,UKH3,2010,57
2007,UKI1,2010,196
2007,UKI2,2010,103
2007,UKJ1,2010,246
2007,UKJ2,2010,215
2007,UKJ3,2010,259
2007,UKJ4,2010,26
2007,UKK1,2010,281
2007,UKK2,2010,33
2007,UKK3,2010,9
2007,UKK4,2010,11
2007,UKL1,2010,19
2007,UKL2,2010,24
2007,UKM2,2010,132
2007,UKM3,2010,36
2007,UKM5,2010,5
2007,UKM6,2010,6
2007,UKN0,2010,24
2007,UKZZ,2010,13
2006,UKC1,2010,24
2006,UKC2,2010,19
2006,UKD1,2010,3
2006,UKD3,2010,39
2006,UKD4,2010,17
2006,UKD6,2010,14
2006,UKD7,2010,6
2006,UKE1,2010,1
2006,UKE2,2010,9
2006,UKE3,2010,15
2006,UKE4,2010,17
2006,UKF1,2010,39
2006,UKF2,2010,34
2006,UKF3,2010,0
2006,UKG1,2010,66
2006,UKG2,2010,13
2006,UKG3,2010,34
2006,UKH1,2010,399
2006,UKH2,2010,105
2006,UKH3,2010,50
2006,UKI1,2010,211
2006,UKI2,2010,98
2006,UKJ1,2010,251
2006,UKJ2,2010,292
2006,UKJ3,2010,242
2006,UKJ4,2010,37
2006,UKK1,2010,246
2006,UKK2,2010,39
2006,UKK3,2010,7
2006,UKK4,2010,17
2006,UKL1,2010,14
2006,UKL2,2010,18
2006,UKM2,2010,114
2006,UKM3,2010,43
2006,UKM5,2010,5
2006,UKM6,2010,11
2006,UKN0,2010,38
2006,UKZZ,2010,9
