year,nuts_id,nuts_year_spec,epo_hightech_patent_applications
2011,UKE42,2010,6
2011,UKE44,2010,4
2011,UKE45,2010,0
2011,UKF11,2010,35
2011,UKF12,2010,0
2011,UKF13,2010,22
2011,UKF14,2010,11
2011,UKF15,2010,6
2011,UKF16,2010,9
2011,UKF21,2010,0
2011,UKF22,2010,10
2011,UKF24,2010,5
2011,UKF25,2010,5
2011,UKF30,2010,3
2011,UKG11,2010,2
2011,UKG12,2010,7
2011,UKG13,2010,5
2011,UKG21,2010,0
2011,UKG22,2010,0
2011,UKG23,2010,1
2011,UKG24,2010,7
2011,UKG31,2010,16
2011,UKG32,2010,2
2011,UKG33,2010,11
2011,UKG36,2010,0
2011,UKG37,2010,0
2011,UKG38,2010,0
2011,UKG39,2010,3
2011,UKH11,2010,0
2011,UKH12,2010,193
2011,UKH13,2010,10
2011,UKH14,2010,9
2011,UKH21,2010,0
2011,UKH23,2010,46
2011,UKH24,2010,7
2011,UKH25,2010,3
2011,UKH31,2010,0
2011,UKH32,2010,0
2011,UKH33,2010,54
2011,UKI11,2010,186
2011,UKI12,2010,63
2011,UKI21,2010,7
2011,UKI22,2010,13
2011,UKI23,2010,61
2011,UKJ11,2010,113
2011,UKJ12,2010,4
2011,UKJ13,2010,19
2011,UKJ14,2010,110
2011,UKJ21,2010,6
2011,UKJ22,2010,6
2011,UKJ23,2010,204
2011,UKJ24,2010,15
2011,UKJ31,2010,4
2011,UKJ32,2010,10
2011,UKJ33,2010,81
2011,UKJ34,2010,0
2011,UKJ41,2010,4
2011,UKJ42,2010,20
2011,UKK11,2010,104
2011,UKK12,2010,68
2011,UKK13,2010,23
2011,UKK14,2010,23
2011,UKK15,2010,31
2011,UKK21,2010,0
2011,UKK22,2010,15
2011,UKK23,2010,7
2011,UKK30,2010,1
2011,UKK41,2010,0
2011,UKK42,2010,2
2011,UKK43,2010,1
2011,UKL11,2010,0
2011,UKL12,2010,0
2011,UKL13,2010,1
2011,UKL14,2010,2
2011,UKL15,2010,0
2011,UKL16,2010,1
2011,UKL17,2010,2
2011,UKL18,2010,2
2011,UKL21,2010,15
2011,UKL22,2010,14
2011,UKL23,2010,2
2011,UKL24,2010,2
2011,UKM21,2010,2
2011,UKM22,2010,11
2011,UKM23,2010,7
2011,UKM24,2010,5
2011,UKM25,2010,36
2011,UKM26,2010,0
2011,UKM27,2010,2
2011,UKM28,2010,4
2011,UKM31,2010,1
2011,UKM32,2010,0
2011,UKM33,2010,0
2011,UKM34,2010,12
2011,UKM35,2010,6
2011,UKM36,2010,0
2011,UKM37,2010,2
2011,UKM38,2010,1
2011,UKM50,2010,6
2011,UKM61,2010,0
2011,UKM62,2010,0
2011,UKM63,2010,0
2011,UKM64,2010,0
2011,UKM65,2010,0
2011,UKM66,2010,0
2011,UKN01,2010,8
2011,UKN02,2010,7
2011,UKN03,2010,11
2011,UKN04,2010,4
2011,UKN05,2010,2
2011,UKZZZ,2010,6
2010,UKC11,2010,4
2010,UKC12,2010,0
2010,UKC13,2010,0
2010,UKC14,2010,4
2010,UKC21,2010,1
2010,UKC22,2010,12
2010,UKC23,2010,0
2010,UKD11,2010,2
2010,UKD12,2010,0
2010,UKD31,2010,19
2010,UKD32,2010,10
2010,UKD41,2010,7
2010,UKD42,2010,0
2010,UKD43,2010,14
2010,UKD61,2010,2
2010,UKD62,2010,2
2010,UKD63,2010,4
2010,UKD71,2010,6
2010,UKD72,2010,4
2010,UKD73,2010,0
2010,UKD74,2010,4
2010,UKE11,2010,1
2010,UKE12,2010,7
2010,UKE13,2010,0
2010,UKE21,2010,6
2010,UKE22,2010,10
2010,UKE31,2010,3
2010,UKE32,2010,9
2010,UKE41,2010,33
2010,UKE42,2010,6
2010,UKE44,2010,4
2010,UKE45,2010,3
2010,UKF11,2010,13
2010,UKF12,2010,0
2010,UKF13,2010,11
2010,UKF14,2010,12
2010,UKF15,2010,0
2010,UKF16,2010,7
2010,UKF21,2010,1
2010,UKF22,2010,15
2010,UKF24,2010,12
2010,UKF25,2010,2
2010,UKF30,2010,0
2010,UKG11,2010,0
2010,UKG12,2010,14
2010,UKG13,2010,17
2010,UKG21,2010,2
2010,UKG22,2010,1
2010,UKG23,2010,0
2010,UKG24,2010,15
2010,UKG31,2010,6
2010,UKG32,2010,2
2010,UKG33,2010,14
2010,UKG36,2010,0
2010,UKG37,2010,0
2010,UKG38,2010,1
2010,UKG39,2010,9
2010,UKH11,2010,0
2010,UKH12,2010,199
2010,UKH13,2010,16
2010,UKH14,2010,11
2010,UKH21,2010,10
2010,UKH23,2010,75
2010,UKH24,2010,4
2010,UKH25,2010,5
2010,UKH31,2010,2
2010,UKH32,2010,0
2010,UKH33,2010,46
2010,UKI11,2010,193
2010,UKI12,2010,76
2010,UKI21,2010,19
2010,UKI22,2010,25
2010,UKI23,2010,70
2010,UKJ11,2010,90
2010,UKJ12,2010,5
2010,UKJ13,2010,27
2010,UKJ14,2010,56
2010,UKJ21,2010,8
2010,UKJ22,2010,6
2010,UKJ23,2010,238
2010,UKJ24,2010,15
2010,UKJ31,2010,0
2010,UKJ32,2010,11
2010,UKJ33,2010,109
2010,UKJ34,2010,2
2010,UKJ41,2010,7
2010,UKJ42,2010,15
2010,UKK11,2010,73
2010,UKK12,2010,63
2010,UKK13,2010,38
2010,UKK14,2010,18
2010,UKK15,2010,42
2010,UKK21,2010,0
2010,UKK22,2010,7
2010,UKK23,2010,8
2010,UKK30,2010,5
2010,UKK41,2010,2
2010,UKK42,2010,6
2010,UKK43,2010,12
2010,UKL11,2010,2
2010,UKL12,2010,5
2010,UKL13,2010,2
2010,UKL14,2010,5
2010,UKL15,2010,0
2010,UKL16,2010,1
2010,UKL17,2010,1
2010,UKL18,2010,3
2010,UKL21,2010,4
2010,UKL22,2010,10
2010,UKL23,2010,2
2010,UKL24,2010,0
2010,UKM21,2010,10
2010,UKM22,2010,21
2010,UKM23,2010,0
2010,UKM24,2010,0
2010,UKM25,2010,35
2010,UKM26,2010,0
2010,UKM27,2010,4
2010,UKM28,2010,1
2010,UKM31,2010,0
2010,UKM32,2010,0
2010,UKM33,2010,0
2010,UKM34,2010,4
2010,UKM35,2010,0
2010,UKM36,2010,2
2010,UKM37,2010,3
2010,UKM38,2010,3
2010,UKM50,2010,2
2010,UKM61,2010,2
2010,UKM62,2010,9
2010,UKM63,2010,0
2010,UKM64,2010,0
2010,UKM65,2010,0
2010,UKM66,2010,0
2010,UKN01,2010,1
2010,UKN02,2010,2
2010,UKN03,2010,0
2010,UKN04,2010,1
2010,UKN05,2010,5
2010,UKZZZ,2010,14
2009,UKC11,2010,2
2009,UKC12,2010,1
2009,UKC13,2010,0
2009,UKC14,2010,8
2009,UKC21,2010,2
2009,UKC22,2010,13
2009,UKC23,2010,0
2009,UKD11,2010,2
2009,UKD12,2010,0
2009,UKD31,2010,18
2009,UKD32,2010,9
2009,UKD41,2010,14
2009,UKD42,2010,0
2009,UKD43,2010,5
2009,UKD61,2010,3
2009,UKD62,2010,2
2009,UKD63,2010,1
2009,UKD71,2010,3
2009,UKD72,2010,3
2009,UKD73,2010,0
2009,UKD74,2010,1
2009,UKE11,2010,0
2009,UKE12,2010,2
2009,UKE13,2010,2
2009,UKE21,2010,4
2009,UKE22,2010,1
2009,UKE31,2010,0
2009,UKE32,2010,7
2009,UKE41,2010,11
2009,UKE42,2010,6
2009,UKE44,2010,0
2009,UKE45,2010,0
2009,UKF11,2010,29
2009,UKF12,2010,3
2009,UKF13,2010,7
2009,UKF14,2010,11
2009,UKF15,2010,1
2009,UKF16,2010,5
2009,UKF21,2010,3
2009,UKF22,2010,11
2009,UKF24,2010,11
2009,UKF25,2010,0
2009,UKF30,2010,3
2009,UKG11,2010,2
2009,UKG12,2010,23
2009,UKG13,2010,6
2009,UKG21,2010,0
2009,UKG22,2010,6
2009,UKG23,2010,2
2009,UKG24,2010,10
2009,UKG31,2010,9
2009,UKG32,2010,2
2009,UKG33,2010,6
2009,UKG36,2010,1
2009,UKG37,2010,0
2009,UKG38,2010,0
2009,UKG39,2010,4
2009,UKH11,2010,0
2009,UKH12,2010,178
2009,UKH13,2010,14
2009,UKH14,2010,61
2009,UKH21,2010,0
2009,UKH23,2010,53
2009,UKH24,2010,3
2009,UKH25,2010,5
2009,UKH31,2010,0
2009,UKH32,2010,1
2009,UKH33,2010,52
2009,UKI11,2010,143
2009,UKI12,2010,74
2009,UKI21,2010,21
2009,UKI22,2010,23
2009,UKI23,2010,86
2009,UKJ11,2010,112
2009,UKJ12,2010,2
2009,UKJ13,2010,51
2009,UKJ14,2010,73
2009,UKJ21,2010,4
2009,UKJ22,2010,4
2009,UKJ23,2010,306
2009,UKJ24,2010,16
2009,UKJ31,2010,0
2009,UKJ32,2010,10
2009,UKJ33,2010,126
2009,UKJ34,2010,2
2009,UKJ41,2010,9
2009,UKJ42,2010,16
2009,UKK11,2010,82
2009,UKK12,2010,62
2009,UKK13,2010,21
2009,UKK14,2010,16
2009,UKK15,2010,34
2009,UKK21,2010,4
2009,UKK22,2010,10
2009,UKK23,2010,5
2009,UKK30,2010,2
2009,UKK41,2010,2
2009,UKK42,2010,1
2009,UKK43,2010,4
2009,UKL11,2010,0
2009,UKL12,2010,1
2009,UKL13,2010,0
2009,UKL14,2010,2
2009,UKL15,2010,1
2009,UKL16,2010,1
2009,UKL17,2010,3
2009,UKL18,2010,0
2009,UKL21,2010,20
2009,UKL22,2010,21
2009,UKL23,2010,0
2009,UKL24,2010,0
2009,UKM21,2010,25
2009,UKM22,2010,18
2009,UKM23,2010,5
2009,UKM24,2010,0
2009,UKM25,2010,70
2009,UKM26,2010,3
2009,UKM27,2010,7
2009,UKM28,2010,0
2009,UKM31,2010,2
2009,UKM32,2010,0
2009,UKM33,2010,0
2009,UKM34,2010,12
2009,UKM35,2010,4
2009,UKM36,2010,3
2009,UKM37,2010,1
2009,UKM38,2010,2
2009,UKM50,2010,5
2009,UKM61,2010,5
2009,UKM62,2010,19
2009,UKM63,2010,3
2009,UKM64,2010,0
2009,UKM65,2010,0
2009,UKM66,2010,0
2009,UKN01,2010,5
2009,UKN02,2010,5
2009,UKN03,2010,2
2009,UKN04,2010,0
2009,UKN05,2010,0
2009,UKZZZ,2010,24
2008,UKC11,2010,4
2008,UKC12,2010,2
2008,UKC13,2010,0
2008,UKC14,2010,8
2008,UKC21,2010,3
2008,UKC22,2010,28
2008,UKC23,2010,2
2008,UKD11,2010,0
2008,UKD12,2010,2
2008,UKD31,2010,17
2008,UKD32,2010,4
2008,UKD41,2010,2
2008,UKD42,2010,0
2008,UKD43,2010,7
2008,UKD61,2010,0
2008,UKD62,2010,1
2008,UKD63,2010,0
2008,UKD71,2010,4
2008,UKD72,2010,1
2008,UKD73,2010,2
2008,UKD74,2010,2
2008,UKE11,2010,0
2008,UKE12,2010,4
2008,UKE13,2010,0
2008,UKE21,2010,4
2008,UKE22,2010,3
2008,UKE31,2010,6
2008,UKE32,2010,12
2008,UKE41,2010,10
2008,UKE42,2010,8
2008,UKE44,2010,3
2008,UKE45,2010,3
2008,UKF11,2010,16
2008,UKF12,2010,2
2008,UKF13,2010,5
2008,UKF14,2010,12
2008,UKF15,2010,0
2008,UKF16,2010,4
2008,UKF21,2010,3
2008,UKF22,2010,14
2008,UKF24,2010,3
2008,UKF25,2010,3
2008,UKF30,2010,4
2008,UKG11,2010,2
2008,UKG12,2010,37
2008,UKG13,2010,9
2008,UKG21,2010,0
2008,UKG22,2010,7
2008,UKG23,2010,0
2008,UKG24,2010,8
2008,UKG31,2010,12
2008,UKG32,2010,6
2008,UKG33,2010,7
2008,UKG36,2010,1
2008,UKG37,2010,0
2008,UKG38,2010,2
2008,UKG39,2010,4
2008,UKH11,2010,0
2008,UKH12,2010,189
2008,UKH13,2010,7
2008,UKH14,2010,103
2008,UKH21,2010,0
2008,UKH23,2010,59
2008,UKH24,2010,8
2008,UKH25,2010,6
2008,UKH31,2010,0
2008,UKH32,2010,0
2008,UKH33,2010,50
2008,UKI11,2010,124
2008,UKI12,2010,66
2008,UKI21,2010,36
2008,UKI22,2010,13
2008,UKI23,2010,66
2008,UKJ11,2010,89
2008,UKJ12,2010,1
2008,UKJ13,2010,43
2008,UKJ14,2010,94
2008,UKJ21,2010,2
2008,UKJ22,2010,16
2008,UKJ23,2010,222
2008,UKJ24,2010,15
2008,UKJ31,2010,0
2008,UKJ32,2010,19
2008,UKJ33,2010,190
2008,UKJ34,2010,1
2008,UKJ41,2010,3
2008,UKJ42,2010,13
2008,UKK11,2010,97
2008,UKK12,2010,86
2008,UKK13,2010,27
2008,UKK14,2010,5
2008,UKK15,2010,41
2008,UKK21,2010,2
2008,UKK22,2010,7
2008,UKK23,2010,3
2008,UKK30,2010,2
2008,UKK41,2010,5
2008,UKK42,2010,2
2008,UKK43,2010,4
2008,UKL11,2010,2
2008,UKL12,2010,0
2008,UKL13,2010,2
2008,UKL14,2010,0
2008,UKL15,2010,4
2008,UKL16,2010,0
2008,UKL17,2010,4
2008,UKL18,2010,0
2008,UKL21,2010,9
2008,UKL22,2010,7
2008,UKL23,2010,4
2008,UKL24,2010,0
2008,UKM21,2010,21
2008,UKM22,2010,17
2008,UKM23,2010,1
2008,UKM24,2010,1
2008,UKM25,2010,56
2008,UKM26,2010,6
2008,UKM27,2010,5
2008,UKM28,2010,1
2008,UKM31,2010,0
2008,UKM32,2010,0
2008,UKM33,2010,0
2008,UKM34,2010,19
2008,UKM35,2010,2
2008,UKM36,2010,2
2008,UKM37,2010,2
2008,UKM38,2010,2
2008,UKM50,2010,9
2008,UKM61,2010,0
2008,UKM62,2010,8
2008,UKM63,2010,0
2008,UKM64,2010,0
2008,UKM65,2010,0
2008,UKM66,2010,0
2008,UKN01,2010,1
2008,UKN02,2010,3
2008,UKN03,2010,3
2008,UKN04,2010,3
2008,UKN05,2010,2
2008,UKZZZ,2010,6
2007,UKC11,2010,4
2007,UKC12,2010,2
2007,UKC13,2010,0
2007,UKC14,2010,5
2007,UKC21,2010,3
2007,UKC22,2010,10
2007,UKC23,2010,0
2007,UKD11,2010,1
2007,UKD12,2010,2
2007,UKD31,2010,32
2007,UKD32,2010,8
2007,UKD41,2010,0
2007,UKD42,2010,0
2007,UKD43,2010,9
2007,UKD61,2010,1
2007,UKD62,2010,9
2007,UKD63,2010,3
2007,UKD71,2010,2
2007,UKD72,2010,2
2007,UKD73,2010,0
2007,UKD74,2010,3
2007,UKE11,2010,1
2007,UKE12,2010,6
2007,UKE13,2010,0
2007,UKE21,2010,8
2007,UKE22,2010,8
2007,UKE31,2010,3
2007,UKE32,2010,21
2007,UKE41,2010,3
2007,UKE42,2010,4
2007,UKE44,2010,2
2007,UKE45,2010,2
2007,UKF11,2010,7
2007,UKF12,2010,0
2007,UKF13,2010,18
2007,UKF14,2010,17
2007,UKF15,2010,1
2007,UKF16,2010,6
2007,UKF21,2010,4
2007,UKF22,2010,15
2007,UKF24,2010,7
2007,UKF25,2010,5
2007,UKF30,2010,4
2007,UKG11,2010,8
2007,UKG12,2010,9
2007,UKG13,2010,15
2007,UKG21,2010,0
2007,UKG22,2010,4
2007,UKG23,2010,2
2007,UKG24,2010,14
2007,UKG31,2010,13
2007,UKG32,2010,4
2007,UKG33,2010,5
2007,UKG36,2010,0
2007,UKG37,2010,0
2007,UKG38,2010,0
2007,UKG39,2010,0
2007,UKH11,2010,2
2007,UKH12,2010,225
2007,UKH13,2010,29
2007,UKH14,2010,111
2007,UKH21,2010,1
2007,UKH23,2010,74
2007,UKH24,2010,6
2007,UKH25,2010,7
2007,UKH31,2010,3
2007,UKH32,2010,0
2007,UKH33,2010,54
2007,UKI11,2010,97
2007,UKI12,2010,98
2007,UKI21,2010,12
2007,UKI22,2010,23
2007,UKI23,2010,67
2007,UKJ11,2010,102
2007,UKJ12,2010,3
2007,UKJ13,2010,25
2007,UKJ14,2010,115
2007,UKJ21,2010,14
2007,UKJ22,2010,14
2007,UKJ23,2010,167
2007,UKJ24,2010,19
2007,UKJ31,2010,5
2007,UKJ32,2010,17
2007,UKJ33,2010,226
2007,UKJ34,2010,10
2007,UKJ41,2010,7
2007,UKJ42,2010,18
2007,UKK11,2010,109
2007,UKK12,2010,78
2007,UKK13,2010,25
2007,UKK14,2010,30
2007,UKK15,2010,37
2007,UKK21,2010,3
2007,UKK22,2010,16
2007,UKK23,2010,14
2007,UKK30,2010,9
2007,UKK41,2010,0
2007,UKK42,2010,6
2007,UKK43,2010,5
2007,UKL11,2010,0
2007,UKL12,2010,0
2007,UKL13,2010,0
2007,UKL14,2010,6
2007,UKL15,2010,1
2007,UKL16,2010,0
2007,UKL17,2010,4
2007,UKL18,2010,7
2007,UKL21,2010,2
2007,UKL22,2010,21
2007,UKL23,2010,0
2007,UKL24,2010,0
2007,UKM21,2010,28
2007,UKM22,2010,10
2007,UKM23,2010,5
2007,UKM24,2010,1
2007,UKM25,2010,74
2007,UKM26,2010,1
2007,UKM27,2010,4
2007,UKM28,2010,7
2007,UKM31,2010,2
2007,UKM32,2010,0
2007,UKM33,2010,0
2007,UKM34,2010,21
2007,UKM35,2010,6
2007,UKM36,2010,0
2007,UKM37,2010,0
2007,UKM38,2010,5
2007,UKM50,2010,5
2007,UKM61,2010,1
2007,UKM62,2010,1
2007,UKM63,2010,3
2007,UKM64,2010,0
2007,UKM65,2010,0
2007,UKM66,2010,0
2007,UKN01,2010,8
2007,UKN02,2010,5
2007,UKN03,2010,5
2007,UKN04,2010,2
2007,UKN05,2010,2
2007,UKZZZ,2010,13
2006,UKC11,2010,14
2006,UKC12,2010,0
2006,UKC13,2010,0
2006,UKC14,2010,10
2006,UKC21,2010,4
2006,UKC22,2010,12
2006,UKC23,2010,2
2006,UKD11,2010,1
2006,UKD12,2010,1
2006,UKD31,2010,31
2006,UKD32,2010,8
2006,UKD41,2010,6
2006,UKD42,2010,0
2006,UKD43,2010,11
2006,UKD61,2010,1
2006,UKD62,2010,13
2006,UKD63,2010,0
2006,UKD71,2010,0
2006,UKD72,2010,1
2006,UKD73,2010,2
2006,UKD74,2010,2
2006,UKE11,2010,0
2006,UKE12,2010,0
2006,UKE13,2010,0
2006,UKE21,2010,5
2006,UKE22,2010,4
2006,UKE31,2010,1
2006,UKE32,2010,14
2006,UKE41,2010,7
2006,UKE42,2010,6
2006,UKE44,2010,4
2006,UKE45,2010,0
2006,UKF11,2010,3
2006,UKF12,2010,3
2006,UKF13,2010,17
2006,UKF14,2010,9
2006,UKF15,2010,0
2006,UKF16,2010,6
2006,UKF21,2010,4
2006,UKF22,2010,18
2006,UKF24,2010,10
2006,UKF25,2010,2
2006,UKF30,2010,0
2006,UKG11,2010,1
2006,UKG12,2010,45
2006,UKG13,2010,20
2006,UKG21,2010,0
2006,UKG22,2010,2
2006,UKG23,2010,0
2006,UKG24,2010,10
2006,UKG31,2010,16
2006,UKG32,2010,2
2006,UKG33,2010,8
2006,UKG36,2010,0
2006,UKG37,2010,0
2006,UKG38,2010,6
2006,UKG39,2010,1
2006,UKH11,2010,0
2006,UKH12,2010,267
2006,UKH13,2010,10
2006,UKH14,2010,121
2006,UKH21,2010,6
2006,UKH23,2010,84
2006,UKH24,2010,11
2006,UKH25,2010,4
2006,UKH31,2010,0
2006,UKH32,2010,0
2006,UKH33,2010,50
2006,UKI11,2010,140
2006,UKI12,2010,70
2006,UKI21,2010,7
2006,UKI22,2010,14
2006,UKI23,2010,77
2006,UKJ11,2010,121
2006,UKJ12,2010,10
2006,UKJ13,2010,39
2006,UKJ14,2010,79
2006,UKJ21,2010,3
2006,UKJ22,2010,1
2006,UKJ23,2010,247
2006,UKJ24,2010,40
2006,UKJ31,2010,1
2006,UKJ32,2010,28
2006,UKJ33,2010,210
2006,UKJ34,2010,2
2006,UKJ41,2010,10
2006,UKJ42,2010,26
2006,UKK11,2010,85
2006,UKK12,2010,60
2006,UKK13,2010,28
2006,UKK14,2010,26
2006,UKK15,2010,45
2006,UKK21,2010,4
2006,UKK22,2010,13
2006,UKK23,2010,21
2006,UKK30,2010,7
2006,UKK41,2010,1
2006,UKK42,2010,5
2006,UKK43,2010,9
2006,UKL11,2010,0
2006,UKL12,2010,4
2006,UKL13,2010,2
2006,UKL14,2010,1
2006,UKL15,2010,0
2006,UKL16,2010,2
2006,UKL17,2010,4
2006,UKL18,2010,0
2006,UKL21,2010,10
2006,UKL22,2010,6
2006,UKL23,2010,2
2006,UKL24,2010,0
2006,UKM21,2010,15
2006,UKM22,2010,24
2006,UKM23,2010,5
2006,UKM24,2010,0
2006,UKM25,2010,59
2006,UKM26,2010,2
2006,UKM27,2010,1
2006,UKM28,2010,4
2006,UKM31,2010,0
2006,UKM32,2010,7
2006,UKM33,2010,0
2006,UKM34,2010,12
2006,UKM35,2010,4
2006,UKM36,2010,5
2006,UKM37,2010,11
2006,UKM38,2010,3
2006,UKM50,2010,5
2006,UKM61,2010,2
2006,UKM62,2010,8
2006,UKM63,2010,0
2006,UKM64,2010,0
2006,UKM65,2010,0
2006,UKM66,2010,0
2006,UKN01,2010,15
2006,UKN02,2010,14
2006,UKN03,2010,3
2006,UKN04,2010,0
2006,UKN05,2010,1
2006,UKZZZ,2010,10
