nuts_id,nuts_year,year,value,variable,description,unit,nuts_name
UKM5,2013,2014,2.97,mean_ref_stem,Total number of researchers assessed as excellent,FTE,North Eastern Scotland
UKC2,2013,2014,2.95,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Northumberland and Tyne and Wear
UKN0,2013,2014,2.95,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Northern Ireland
UKL1,2013,2014,2.92,mean_ref_stem,Total number of researchers assessed as excellent,FTE,West Wales and The Valleys
UKI4,2013,2014,2.92,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Inner London - East
UKM6,2013,2014,2.91,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Highlands and Islands
UKF2,2013,2014,2.85,mean_ref_stem,Total number of researchers assessed as excellent,FTE,"Leicestershire, Rutland and Northamptonshire"
UKJ4,2013,2014,2.84,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Kent
UKE1,2013,2014,2.83,mean_ref_stem,Total number of researchers assessed as excellent,FTE,East Yorkshire and Northern Lincolnshire
UKH2,2013,2014,2.83,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Bedfordshire and Hertfordshire
UKG2,2013,2014,2.67,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Shropshire and Staffordshire
UKI7,2013,2014,2.59,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Outer London - West and North West
UKF3,2013,2014,2.55,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Lincolnshire
UKH3,2013,2014,2.51,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Essex
UKI5,2013,2014,2.47,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Outer London - East and North East
UKI6,2013,2014,2.44,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Outer London - South
UKK2,2013,2014,2.31,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Dorset and Somerset
UKG1,2013,2014,2.24,mean_ref_stem,Total number of researchers assessed as excellent,FTE,"Herefordshire, Worcestershire and Warwickshire"
UKD6,2013,2014,1.76,mean_ref_stem,Total number of researchers assessed as excellent,FTE,Cheshire
UKH1,2013,2014,3.29,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),East Anglia
UKI3,2013,2014,3.2,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Inner London - West
UKL2,2013,2014,3.2,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),East Wales
UKJ1,2013,2014,3.18,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),"Berkshire, Buckinghamshire and Oxfordshire"
UKE3,2013,2014,3.1,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),South Yorkshire
UKM2,2013,2014,3.08,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Eastern Scotland
UKC1,2013,2014,3.08,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Tees Valley and Durham
UKE2,2013,2014,3.06,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),North Yorkshire
UKK1,2013,2014,3.05,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),"Gloucestershire, Wiltshire and Bristol/Bath area"
UKG3,2013,2014,3.02,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),West Midlands
UKD3,2013,2014,3.0,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Greater Manchester
UKJ3,2013,2014,3.0,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Hampshire and Isle of Wight
UKM3,2013,2014,2.99,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),South Western Scotland
UKJ2,2013,2014,2.98,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),"Surrey, East and West Sussex"
UKI4,2013,2014,2.97,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Inner London - East
UKK4,2013,2014,2.97,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Devon
UKF1,2013,2014,2.96,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Derbyshire and Nottinghamshire
UKN0,2013,2014,2.95,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Northern Ireland
UKE4,2013,2014,2.93,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),West Yorkshire
UKD7,2013,2014,2.92,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Merseyside
UKL1,2013,2014,2.91,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),West Wales and The Valleys
UKC2,2013,2014,2.89,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Northumberland and Tyne and Wear
UKM5,2013,2014,2.88,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),North Eastern Scotland
UKF2,2013,2014,2.85,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),"Leicestershire, Rutland and Northamptonshire"
UKD4,2013,2014,2.85,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Lancashire
UKJ4,2013,2014,2.84,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Kent
UKH3,2013,2014,2.79,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Essex
UKH2,2013,2014,2.77,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Bedfordshire and Hertfordshire
UKM6,2013,2014,2.76,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Highlands and Islands
UKG2,2013,2014,2.72,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Shropshire and Staffordshire
UKI6,2013,2014,2.7,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Outer London - South
UKE1,2013,2014,2.7,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),East Yorkshire and Northern Lincolnshire
UKK2,2013,2014,2.69,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Dorset and Somerset
UKI7,2013,2014,2.58,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Outer London - West and North West
UKF3,2013,2014,2.51,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Lincolnshire
UKI5,2013,2014,2.35,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Outer London - East and North East
UKD1,2013,2014,2.13,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Cumbria
UKD6,2013,2014,2.08,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Cheshire
UKG1,2013,2014,2.08,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),"Herefordshire, Worcestershire and Warwickshire"
UKK3,2013,2014,2.04,mean_ref,Mean REF Score in STEM disciplines,REF Score (1-4),Cornwall and Isles of Scilly
UKI3,2013,2014,3099.78,total_4_fte,Mean REF score,REF Score (1-4),Inner London - West
UKJ1,2013,2014,1438.36,total_4_fte,Mean REF score,REF Score (1-4),"Berkshire, Buckinghamshire and Oxfordshire"
UKM2,2013,2014,1163.48,total_4_fte,Mean REF score,REF Score (1-4),Eastern Scotland
UKH1,2013,2014,1116.53,total_4_fte,Mean REF score,REF Score (1-4),East Anglia
UKG3,2013,2014,757.93,total_4_fte,Mean REF score,REF Score (1-4),West Midlands
UKD3,2013,2014,629.42,total_4_fte,Mean REF score,REF Score (1-4),Greater Manchester
UKK1,2013,2014,620.86,total_4_fte,Mean REF score,REF Score (1-4),"Gloucestershire, Wiltshire and Bristol/Bath area"
UKM3,2013,2014,537.79,total_4_fte,Mean REF score,REF Score (1-4),South Western Scotland
UKF1,2013,2014,485.0,total_4_fte,Mean REF score,REF Score (1-4),Derbyshire and Nottinghamshire
UKE4,2013,2014,453.53,total_4_fte,Mean REF score,REF Score (1-4),West Yorkshire
UKJ3,2013,2014,416.84,total_4_fte,Mean REF score,REF Score (1-4),Hampshire and Isle of Wight
UKI4,2013,2014,410.57,total_4_fte,Mean REF score,REF Score (1-4),Inner London - East
UKJ2,2013,2014,410.38,total_4_fte,Mean REF score,REF Score (1-4),"Surrey, East and West Sussex"
UKE3,2013,2014,387.85,total_4_fte,Mean REF score,REF Score (1-4),South Yorkshire
UKC2,2013,2014,344.19,total_4_fte,Mean REF score,REF Score (1-4),Northumberland and Tyne and Wear
UKF2,2013,2014,333.84,total_4_fte,Mean REF score,REF Score (1-4),"Leicestershire, Rutland and Northamptonshire"
UKN0,2013,2014,322.85,total_4_fte,Mean REF score,REF Score (1-4),Northern Ireland
UKL2,2013,2014,311.32,total_4_fte,Mean REF score,REF Score (1-4),East Wales
UKK4,2013,2014,267.39,total_4_fte,Mean REF score,REF Score (1-4),Devon
UKL1,2013,2014,262.55,total_4_fte,Mean REF score,REF Score (1-4),West Wales and The Valleys
UKD7,2013,2014,256.35,total_4_fte,Mean REF score,REF Score (1-4),Merseyside
UKC1,2013,2014,249.22,total_4_fte,Mean REF score,REF Score (1-4),Tees Valley and Durham
UKD4,2013,2014,232.56,total_4_fte,Mean REF score,REF Score (1-4),Lancashire
UKE2,2013,2014,231.48,total_4_fte,Mean REF score,REF Score (1-4),North Yorkshire
UKJ4,2013,2014,158.39,total_4_fte,Mean REF score,REF Score (1-4),Kent
UKM5,2013,2014,150.54,total_4_fte,Mean REF score,REF Score (1-4),North Eastern Scotland
UKI7,2013,2014,122.68,total_4_fte,Mean REF score,REF Score (1-4),Outer London - West and North West
UKH3,2013,2014,112.29,total_4_fte,Mean REF score,REF Score (1-4),Essex
UKH2,2013,2014,102.15,total_4_fte,Mean REF score,REF Score (1-4),Bedfordshire and Hertfordshire
UKG2,2013,2014,62.55,total_4_fte,Mean REF score,REF Score (1-4),Shropshire and Staffordshire
UKE1,2013,2014,50.53,total_4_fte,Mean REF score,REF Score (1-4),East Yorkshire and Northern Lincolnshire
UKK2,2013,2014,27.53,total_4_fte,Mean REF score,REF Score (1-4),Dorset and Somerset
UKF3,2013,2014,23.74,total_4_fte,Mean REF score,REF Score (1-4),Lincolnshire
UKI6,2013,2014,22.62,total_4_fte,Mean REF score,REF Score (1-4),Outer London - South
UKI5,2013,2014,19.69,total_4_fte,Mean REF score,REF Score (1-4),Outer London - East and North East
UKM6,2013,2014,8.7,total_4_fte,Mean REF score,REF Score (1-4),Highlands and Islands
UKD6,2013,2014,7.62,total_4_fte,Mean REF score,REF Score (1-4),Cheshire
UKG1,2013,2014,4.9,total_4_fte,Mean REF score,REF Score (1-4),"Herefordshire, Worcestershire and Warwickshire"
UKK3,2013,2014,3.62,total_4_fte,Mean REF score,REF Score (1-4),Cornwall and Isles of Scilly
UKD1,2013,2014,1.73,total_4_fte,Mean REF score,REF Score (1-4),Cumbria
UKC1,2010,2014,575.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Tees Valley and Durham
UKC1,2013,2015,570.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Tees Valley and Durham
UKC1,2013,2016,595.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Tees Valley and Durham
UKC1,2013,2017,640.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Tees Valley and Durham
UKC1,2016,2018,650.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Tees Valley and Durham
UKC2,2010,2014,1010.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Northumberland and Tyne and Wear
UKC2,2013,2015,1045.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Northumberland and Tyne and Wear
UKC2,2013,2016,1040.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Northumberland and Tyne and Wear
UKC2,2013,2017,1015.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Northumberland and Tyne and Wear
UKC2,2016,2018,1030.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Northumberland and Tyne and Wear
UKD1,2010,2014,5.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cumbria
UKD1,2013,2015,10.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cumbria
UKD1,2013,2016,5.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cumbria
UKD1,2013,2017,10.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cumbria
UKD1,2016,2018,5.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cumbria
UKD3,2010,2014,2330.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Greater Manchester
UKD3,2013,2015,2345.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Greater Manchester
UKD3,2013,2016,2385.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Greater Manchester
UKD3,2013,2017,2600.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Greater Manchester
UKD3,2016,2018,2710.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Greater Manchester
UKD4,2010,2014,655.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lancashire
UKD4,2013,2015,620.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lancashire
UKD4,2013,2016,620.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lancashire
UKD4,2013,2017,690.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lancashire
UKD4,2016,2018,695.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lancashire
UKD6,2010,2014,30.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cheshire
UKD6,2013,2015,30.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cheshire
UKD6,2013,2016,40.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cheshire
UKD6,2013,2017,50.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cheshire
UKD6,2016,2018,50.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Cheshire
UKD7,2010,2014,1010.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Merseyside
UKD7,2013,2015,970.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Merseyside
UKD7,2013,2016,1065.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Merseyside
UKD7,2013,2017,1155.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Merseyside
UKD7,2016,2018,1210.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Merseyside
UKE1,2010,2014,240.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Yorkshire and Northern Lincolnshire
UKE1,2013,2015,240.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Yorkshire and Northern Lincolnshire
UKE1,2013,2016,215.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Yorkshire and Northern Lincolnshire
UKE1,2013,2017,185.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Yorkshire and Northern Lincolnshire
UKE1,2016,2018,235.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Yorkshire and Northern Lincolnshire
UKE2,2010,2014,670.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,North Yorkshire
UKE2,2013,2015,670.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,North Yorkshire
UKE2,2013,2016,655.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,North Yorkshire
UKE2,2013,2017,650.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,North Yorkshire
UKE2,2016,2018,675.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,North Yorkshire
UKE3,2010,2014,1530.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,South Yorkshire
UKE3,2013,2015,1520.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,South Yorkshire
UKE3,2013,2016,1460.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,South Yorkshire
UKE3,2013,2017,1425.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,South Yorkshire
UKE3,2016,2018,1410.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,South Yorkshire
UKE4,2010,2014,1585.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Yorkshire
UKE4,2013,2015,1615.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Yorkshire
UKE4,2013,2016,1600.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Yorkshire
UKE4,2013,2017,1660.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Yorkshire
UKE4,2016,2018,1695.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Yorkshire
UKF1,2010,2014,1550.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Derbyshire and Nottinghamshire
UKF1,2013,2015,1615.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Derbyshire and Nottinghamshire
UKF1,2013,2016,1620.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Derbyshire and Nottinghamshire
UKF1,2013,2017,1570.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Derbyshire and Nottinghamshire
UKF1,2016,2018,1580.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Derbyshire and Nottinghamshire
UKF2,2010,2014,1260.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Leicestershire, Rutland and Northamptonshire"
UKF2,2013,2015,1280.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Leicestershire, Rutland and Northamptonshire"
UKF2,2013,2016,1195.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Leicestershire, Rutland and Northamptonshire"
UKF2,2013,2017,1100.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Leicestershire, Rutland and Northamptonshire"
UKF2,2016,2018,1170.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Leicestershire, Rutland and Northamptonshire"
UKF3,2010,2014,115.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lincolnshire
UKF3,2013,2015,140.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lincolnshire
UKF3,2013,2016,155.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lincolnshire
UKF3,2013,2017,150.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lincolnshire
UKF3,2016,2018,160.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Lincolnshire
UKG1,2010,2014,0.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Herefordshire, Worcestershire and Warwickshire"
UKG1,2013,2015,15.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Herefordshire, Worcestershire and Warwickshire"
UKG1,2013,2016,20.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Herefordshire, Worcestershire and Warwickshire"
UKG1,2013,2017,20.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Herefordshire, Worcestershire and Warwickshire"
UKG1,2016,2018,25.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2010,2014,200.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Shropshire and Staffordshire
UKG2,2013,2015,185.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Shropshire and Staffordshire
UKG2,2013,2016,210.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Shropshire and Staffordshire
UKG2,2013,2017,160.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Shropshire and Staffordshire
UKG2,2016,2018,155.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Shropshire and Staffordshire
UKG3,2010,2014,2415.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Midlands
UKG3,2013,2015,2430.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Midlands
UKG3,2013,2016,2455.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Midlands
UKG3,2013,2017,2525.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Midlands
UKG3,2016,2018,2660.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,West Midlands
UKH1,2010,2014,2915.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Anglia
UKH1,2013,2015,2870.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Anglia
UKH1,2013,2016,2915.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Anglia
UKH1,2013,2017,2945.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Anglia
UKH1,2016,2018,3045.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,East Anglia
UKH2,2010,2014,760.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Bedfordshire and Hertfordshire
UKH2,2013,2015,710.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Bedfordshire and Hertfordshire
UKH2,2013,2016,655.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Bedfordshire and Hertfordshire
UKH2,2013,2017,665.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Bedfordshire and Hertfordshire
UKH2,2016,2018,635.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Bedfordshire and Hertfordshire
UKH3,2010,2014,330.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Essex
UKH3,2013,2015,335.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Essex
UKH3,2013,2016,280.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Essex
UKH3,2013,2017,335.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Essex
UKH3,2016,2018,375.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Essex
UKI1,2010,2014,6310.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London
UKI2,2010,2014,845.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London
UKI3,2013,2015,5425.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - West
UKI3,2013,2016,5730.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - West
UKI3,2013,2017,5825.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - West
UKI3,2016,2018,6190.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - West
UKI4,2013,2015,1070.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - East
UKI4,2013,2016,1050.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - East
UKI4,2013,2017,1010.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - East
UKI4,2016,2018,1025.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Inner London - East
UKI5,2013,2015,150.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - East and North East
UKI5,2013,2016,130.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - East and North East
UKI5,2013,2017,125.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - East and North East
UKI5,2016,2018,110.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - East and North East
UKI6,2013,2015,100.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - South
UKI6,2013,2016,100.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - South
UKI6,2013,2017,75.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - South
UKI6,2016,2018,70.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - South
UKI7,2013,2015,545.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - West and North West
UKI7,2013,2016,470.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - West and North West
UKI7,2013,2017,465.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - West and North West
UKI7,2016,2018,530.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Outer London - West and North West
UKJ1,2010,2014,2765.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ1,2013,2015,2990.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ1,2013,2016,2940.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ1,2013,2017,2790.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ1,2016,2018,2830.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2010,2014,1385.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Surrey, East and West Sussex"
UKJ2,2013,2015,1370.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Surrey, East and West Sussex"
UKJ2,2013,2016,1295.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Surrey, East and West Sussex"
UKJ2,2013,2017,1220.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Surrey, East and West Sussex"
UKJ2,2016,2018,1240.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,"Surrey, East and West Sussex"
UKJ3,2010,2014,1625.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Hampshire and Isle of Wight
UKJ3,2013,2015,1600.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Hampshire and Isle of Wight
UKJ3,2013,2016,1560.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Hampshire and Isle of Wight
UKJ3,2013,2017,1520.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Hampshire and Isle of Wight
UKJ3,2016,2018,1480.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Hampshire and Isle of Wight
UKJ4,2010,2014,530.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Kent
UKJ4,2013,2015,530.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Kent
UKJ4,2013,2016,550.0,total_stem_postgraduates,Total number of university buildings,Total number of buildings,Kent
