nuts_id,nuts_year,year,value,variable,description,unit,nuts_name
UKD34,2013,2017,110.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Greater Manchester South West
UKD34,2016,2018,95.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Greater Manchester South West
UKD36,2013,2015,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Greater Manchester North West
UKD36,2013,2016,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Greater Manchester North West
UKD36,2013,2017,20.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Greater Manchester North West
UKD36,2016,2018,25.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Greater Manchester North West
UKD43,2010,2014,655.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lancashire CC
UKD44,2013,2015,470.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lancaster & Wyre
UKD44,2013,2016,485.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lancaster & Wyre
UKD44,2013,2017,555.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lancaster & Wyre
UKD44,2016,2018,560.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lancaster and Wyre
UKD45,2013,2015,120.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Mid Lancashire
UKD45,2013,2016,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Mid Lancashire
UKD45,2013,2017,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Mid Lancashire
UKD45,2016,2018,90.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Mid Lancashire
UKD47,2013,2015,30.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Chorley & West Lancashire
UKD47,2013,2016,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Chorley & West Lancashire
UKD47,2013,2017,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Chorley & West Lancashire
UKD47,2016,2018,45.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Chorley and West Lancashire
UKD63,2010,2014,30.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cheshire West and Chester
UKD63,2013,2015,30.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cheshire West and Chester
UKD63,2013,2016,40.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cheshire West and Chester
UKD63,2013,2017,50.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cheshire West and Chester
UKD63,2016,2018,50.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cheshire West and Chester
UKD72,2010,2014,1010.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Liverpool
UKD72,2013,2015,970.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Liverpool
UKD72,2013,2016,1065.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Liverpool
UKD72,2013,2017,1155.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Liverpool
UKD72,2016,2018,1210.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Liverpool
UKE11,2010,2014,240.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Kingston upon Hull, City of"
UKE11,2013,2015,240.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Kingston upon Hull, City of"
UKE11,2013,2016,215.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Kingston upon Hull, City of"
UKE11,2013,2017,185.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Kingston upon Hull, City of"
UKE11,2016,2018,235.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Kingston upon Hull, City of"
UKE21,2010,2014,670.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,York
UKE21,2013,2015,670.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,York
UKE21,2013,2016,655.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,York
UKE21,2013,2017,650.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,York
UKE21,2016,2018,675.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,York
UKE32,2010,2014,1530.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Sheffield
UKE32,2013,2015,1520.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Sheffield
UKE32,2013,2016,1460.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Sheffield
UKE32,2013,2017,1425.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Sheffield
UKE32,2016,2018,1410.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Sheffield
UKE41,2010,2014,115.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bradford
UKE41,2013,2015,125.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bradford
UKE41,2013,2016,110.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bradford
UKE41,2013,2017,105.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bradford
UKE41,2016,2018,95.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bradford
UKE42,2010,2014,1210.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leeds
UKE42,2013,2015,1235.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leeds
UKE42,2013,2016,1225.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leeds
UKE42,2013,2017,1265.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leeds
UKE42,2016,2018,1330.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leeds
UKE44,2010,2014,260.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Calderdale and Kirklees
UKE44,2013,2015,255.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Calderdale and Kirklees
UKE44,2013,2016,265.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Calderdale and Kirklees
UKE44,2013,2017,290.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Calderdale and Kirklees
UKE44,2016,2018,270.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Calderdale and Kirklees
UKF11,2010,2014,40.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Derby
UKF11,2013,2015,65.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Derby
UKF11,2013,2016,60.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Derby
UKF11,2013,2017,65.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Derby
UKF11,2016,2018,65.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Derby
UKF14,2010,2014,1510.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Nottingham
UKF14,2013,2015,1550.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Nottingham
UKF14,2013,2016,1560.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Nottingham
UKF14,2013,2017,1505.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Nottingham
UKF14,2016,2018,1515.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Nottingham
UKF21,2010,2014,590.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicester
UKF21,2013,2015,620.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicester
UKF21,2013,2016,550.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicester
UKF21,2013,2017,510.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicester
UKF21,2016,2018,515.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicester
UKF22,2010,2014,635.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicestershire CC and Rutland
UKF22,2013,2015,635.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicestershire CC and Rutland
UKF22,2013,2016,620.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicestershire CC and Rutland
UKF22,2013,2017,560.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicestershire CC and Rutland
UKF22,2016,2018,620.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Leicestershire CC and Rutland
UKF24,2010,2014,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,West Northamptonshire
UKF24,2013,2015,25.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,West Northamptonshire
UKF24,2013,2016,25.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,West Northamptonshire
UKF24,2013,2017,30.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,West Northamptonshire
UKF24,2016,2018,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,West Northamptonshire
UKF30,2010,2014,115.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lincolnshire
UKF30,2013,2015,140.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lincolnshire
UKF30,2013,2016,155.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lincolnshire
UKF30,2013,2017,150.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lincolnshire
UKF30,2016,2018,160.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lincolnshire
UKG12,2010,2014,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Worcestershire
UKG12,2013,2015,15.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Worcestershire
UKG12,2013,2016,20.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Worcestershire
UKG12,2013,2017,20.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Worcestershire
UKG12,2016,2018,25.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Worcestershire
UKG21,2010,2014,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Telford and Wrekin
UKG21,2013,2015,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Telford and Wrekin
UKG21,2013,2016,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Telford and Wrekin
UKG21,2013,2017,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Telford and Wrekin
UKG21,2016,2018,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Telford and Wrekin
UKG23,2010,2014,90.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Stoke-on-Trent
UKG23,2013,2015,70.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Stoke-on-Trent
UKG23,2013,2016,80.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Stoke-on-Trent
UKG23,2013,2017,60.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Stoke-on-Trent
UKG23,2016,2018,55.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Stoke-on-Trent
UKG24,2010,2014,110.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Staffordshire CC
UKG24,2013,2015,115.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Staffordshire CC
UKG24,2013,2016,130.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Staffordshire CC
UKG24,2013,2017,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Staffordshire CC
UKG24,2016,2018,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Staffordshire CC
UKG31,2010,2014,1370.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Birmingham
UKG31,2013,2015,1325.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Birmingham
UKG31,2013,2016,1340.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Birmingham
UKG31,2013,2017,1355.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Birmingham
UKG31,2016,2018,1515.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Birmingham
UKG33,2010,2014,990.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Coventry
UKG33,2013,2015,1040.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Coventry
UKG33,2013,2016,1055.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Coventry
UKG33,2013,2017,1115.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Coventry
UKG33,2016,2018,1090.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Coventry
UKG39,2010,2014,55.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wolverhampton
UKG39,2013,2015,65.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wolverhampton
UKG39,2013,2016,60.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wolverhampton
UKG39,2013,2017,55.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wolverhampton
UKG39,2016,2018,55.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wolverhampton
UKH12,2010,2014,2470.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cambridgeshire CC
UKH12,2013,2015,2430.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cambridgeshire CC
UKH12,2013,2016,2450.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cambridgeshire CC
UKH12,2013,2017,2475.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cambridgeshire CC
UKH12,2016,2018,2505.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Cambridgeshire CC
UKH13,2010,2014,445.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Norfolk
UKH14,2010,2014,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Suffolk
UKH14,2013,2015,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Suffolk
UKH14,2013,2016,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Suffolk
UKH14,2013,2017,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Suffolk
UKH14,2016,2018,5.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Suffolk
UKH15,2013,2015,440.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Norwich & East Norfolk
UKH15,2013,2016,465.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Norwich & East Norfolk
UKH15,2013,2017,470.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Norwich & East Norfolk
UKH15,2016,2018,535.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Norwich and East Norfolk
UKH21,2010,2014,80.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Luton
UKH21,2013,2015,55.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Luton
UKH21,2013,2016,40.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Luton
UKH21,2013,2017,45.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Luton
UKH21,2016,2018,35.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Luton
UKH23,2010,2014,160.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hertfordshire
UKH23,2013,2015,155.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hertfordshire
UKH23,2013,2016,135.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hertfordshire
UKH23,2013,2017,165.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hertfordshire
UKH23,2016,2018,165.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hertfordshire
UKH25,2010,2014,520.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Central Bedfordshire
UKH25,2013,2015,500.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Central Bedfordshire
UKH25,2013,2016,480.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Central Bedfordshire
UKH25,2013,2017,455.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Central Bedfordshire
UKH25,2016,2018,435.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Central Bedfordshire
UKH33,2010,2014,330.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Essex CC
UKH34,2013,2015,270.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Essex Haven Gateway
UKH34,2013,2016,215.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Essex Haven Gateway
UKH34,2013,2017,290.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Essex Haven Gateway
UKH34,2016,2018,325.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Essex Haven Gateway
UKH36,2013,2015,65.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Heart of Essex
UKH36,2013,2016,65.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Heart of Essex
UKH36,2013,2017,45.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Heart of Essex
UKH36,2016,2018,50.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Heart of Essex
UKI11,2010,2014,5205.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Inner London - West
UKI12,2010,2014,1105.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Inner London - East
UKI21,2010,2014,135.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Outer London - East and North East
UKI22,2010,2014,95.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Outer London - South
UKI23,2010,2014,615.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Outer London - West and North West
UKI31,2013,2015,2410.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Camden & City of London
UKI31,2013,2016,2335.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Camden & City of London
UKI31,2013,2017,2305.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Camden & City of London
UKI31,2016,2018,2450.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Camden and City of London
UKI32,2013,2015,2930.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Westminster
UKI32,2013,2016,3305.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Westminster
UKI32,2013,2017,3430.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Westminster
UKI32,2016,2018,3655.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Westminster
UKI33,2013,2015,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Kensington and Chelsea & Hammersmith and Fulham
UKI33,2013,2016,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Kensington and Chelsea & Hammersmith and Fulham
UKI33,2013,2017,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Kensington and Chelsea & Hammersmith and Fulham
UKI33,2016,2018,0.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Kensington & Chelsea and Hammersmith & Fulham
UKI34,2013,2015,85.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wandsworth
UKI34,2013,2016,90.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wandsworth
UKI34,2013,2017,90.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wandsworth
UKI34,2016,2018,85.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Wandsworth
UKI41,2013,2015,120.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hackney & Newham
UKI41,2013,2016,120.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hackney & Newham
UKI41,2013,2017,110.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hackney & Newham
UKI41,2016,2018,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Hackney and Newham
UKI42,2013,2015,540.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Tower Hamlets
UKI42,2013,2016,550.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Tower Hamlets
UKI42,2013,2017,560.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Tower Hamlets
UKI42,2016,2018,610.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Tower Hamlets
UKI43,2013,2015,280.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Haringey & Islington
UKI43,2013,2016,240.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Haringey & Islington
UKI43,2013,2017,215.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Haringey & Islington
UKI43,2016,2018,195.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Haringey and Islington
UKI44,2013,2015,130.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lewisham & Southwark
UKI44,2013,2016,140.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lewisham & Southwark
UKI44,2013,2017,125.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lewisham & Southwark
UKI44,2016,2018,120.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Lewisham and Southwark
UKI51,2013,2015,150.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bexley & Greenwich
UKI51,2013,2016,130.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bexley & Greenwich
UKI51,2013,2017,125.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bexley & Greenwich
UKI51,2016,2018,110.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Bexley and Greenwich
UKI63,2013,2015,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Merton, Kingston upon Thames & Sutton"
UKI63,2013,2016,100.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Merton, Kingston upon Thames & Sutton"
UKI63,2013,2017,75.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Merton, Kingston upon Thames & Sutton"
UKI63,2016,2018,70.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,"Merton, Kingston upon Thames and Sutton"
UKI71,2013,2015,185.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Barnet
UKI71,2013,2016,205.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Barnet
UKI71,2013,2017,215.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Barnet
UKI71,2016,2018,235.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Barnet
UKI73,2013,2015,10.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Ealing
UKI73,2013,2016,10.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Ealing
UKI73,2013,2017,10.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Ealing
UKI73,2016,2018,15.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Ealing
UKI74,2013,2015,330.0,total_stem_postgraduates,Total number of postgraduates,Total number of postgraduate students,Harrow & Hillingdon
