year,nuts_id,nuts_year_spec,total_trademarks_scientific
2013.0,UKI4,2016,396
2014.0,UKI4,2016,462
2015.0,UKI4,2016,569
2016.0,UKI4,2016,618
2017.0,UKI4,2016,656
2010.0,UKI3,2016,565
2011.0,UKI3,2016,550
2012.0,UKI3,2016,579
2013.0,UKI3,2016,660
2014.0,UKI3,2016,763
2015.0,UKI3,2016,846
2016.0,UKI3,2016,929
2017.0,UKI3,2016,891
2010.0,UKJ4,2016,47
2011.0,UKJ4,2016,53
2012.0,UKJ4,2016,63
2013.0,UKJ4,2016,82
2014.0,UKJ4,2016,93
2015.0,UKJ4,2016,84
2016.0,UKJ4,2016,93
2017.0,UKJ4,2016,108
2010.0,UKD4,2016,27
2011.0,UKD4,2016,34
2012.0,UKD4,2016,41
2013.0,UKD4,2016,45
2014.0,UKD4,2016,72
2015.0,UKD4,2016,68
2016.0,UKD4,2016,70
2017.0,UKD4,2016,60
2010.0,UKF2,2016,52
2011.0,UKF2,2016,61
2012.0,UKF2,2016,83
2013.0,UKF2,2016,88
2014.0,UKF2,2016,92
2015.0,UKF2,2016,100
2016.0,UKF2,2016,95
2017.0,UKF2,2016,95
2010.0,UKF3,2016,12
2011.0,UKF3,2016,14
2012.0,UKF3,2016,24
2013.0,UKF3,2016,26
2014.0,UKF3,2016,28
2015.0,UKF3,2016,15
2016.0,UKF3,2016,32
2017.0,UKF3,2016,23
2010.0,UKD7,2016,23
2011.0,UKD7,2016,27
2012.0,UKD7,2016,40
2013.0,UKD7,2016,62
2014.0,UKD7,2016,44
2015.0,UKD7,2016,51
2016.0,UKD7,2016,82
2017.0,UKD7,2016,67
2010.0,UKM5,2016,29
2011.0,UKM5,2016,37
2012.0,UKM5,2016,39
2013.0,UKM5,2016,47
2014.0,UKM5,2016,35
2015.0,UKM5,2016,22
2016.0,UKM5,2016,45
2017.0,UKM5,2016,24
2010.0,UKE2,2016,36
2011.0,UKE2,2016,17
2012.0,UKE2,2016,35
2013.0,UKE2,2016,43
2014.0,UKE2,2016,56
2015.0,UKE2,2016,21
2016.0,UKE2,2016,48
2017.0,UKE2,2016,50
2010.0,UKN0,2016,20
2011.0,UKN0,2016,21
2012.0,UKN0,2016,43
2013.0,UKN0,2016,26
2014.0,UKN0,2016,35
2015.0,UKN0,2016,38
2016.0,UKN0,2016,44
2017.0,UKN0,2016,40
2010.0,UKC2,2016,49
2011.0,UKC2,2016,44
2012.0,UKC2,2016,39
2013.0,UKC2,2016,76
2014.0,UKC2,2016,55
2015.0,UKC2,2016,65
2016.0,UKC2,2016,90
2017.0,UKC2,2016,58
2010.0,UKI5,2016,37
2011.0,UKI5,2016,45
2012.0,UKI5,2016,51
2013.0,UKI5,2016,48
2014.0,UKI5,2016,93
2015.0,UKI5,2016,93
2016.0,UKI5,2016,118
2017.0,UKI5,2016,96
2010.0,UKI6,2016,60
2011.0,UKI6,2016,61
2012.0,UKI6,2016,49
2013.0,UKI6,2016,76
2014.0,UKI6,2016,86
2015.0,UKI6,2016,89
2016.0,UKI6,2016,92
2017.0,UKI6,2016,103
2010.0,UKI7,2016,103
2011.0,UKI7,2016,108
2012.0,UKI7,2016,129
2013.0,UKI7,2016,144
2014.0,UKI7,2016,180
2015.0,UKI7,2016,222
2016.0,UKI7,2016,238
2017.0,UKI7,2016,230
2010.0,UKG2,2016,37
2011.0,UKG2,2016,40
2012.0,UKG2,2016,43
2013.0,UKG2,2016,63
2014.0,UKG2,2016,55
2015.0,UKG2,2016,56
2016.0,UKG2,2016,68
2017.0,UKG2,2016,80
2010.0,UKE3,2016,29
2011.0,UKE3,2016,37
2012.0,UKE3,2016,50
2013.0,UKE3,2016,42
2014.0,UKE3,2016,65
2015.0,UKE3,2016,34
2016.0,UKE3,2016,48
2017.0,UKE3,2016,47
2010.0,UKM9,2016,11
2011.0,UKM9,2016,5
2012.0,UKM9,2016,18
2013.0,UKM9,2016,20
2014.0,UKM9,2016,18
2015.0,UKM9,2016,20
2016.0,UKM9,2016,20
2017.0,UKM9,2016,17
2010.0,UKJ2,2016,181
2011.0,UKJ2,2016,149
2012.0,UKJ2,2016,218
2013.0,UKJ2,2016,185
2014.0,UKJ2,2016,278
2015.0,UKJ2,2016,285
2016.0,UKJ2,2016,330
2017.0,UKJ2,2016,309
2010.0,UKC1,2016,19
2011.0,UKC1,2016,23
2012.0,UKC1,2016,35
2013.0,UKC1,2016,23
2014.0,UKC1,2016,34
2015.0,UKC1,2016,25
2016.0,UKC1,2016,41
2017.0,UKC1,2016,23
2010.0,UKM8,2016,44
2011.0,UKM8,2016,43
2012.0,UKM8,2016,76
2013.0,UKM8,2016,71
2014.0,UKM8,2016,75
2015.0,UKM8,2016,63
2016.0,UKM8,2016,91
2017.0,UKM8,2016,110
2010.0,UKG3,2016,81
2011.0,UKG3,2016,88
2012.0,UKG3,2016,128
2013.0,UKG3,2016,100
2014.0,UKG3,2016,94
2015.0,UKG3,2016,133
2016.0,UKG3,2016,160
2017.0,UKG3,2016,138
2010.0,UKL1,2016,37
2011.0,UKL1,2016,32
2012.0,UKL1,2016,43
2013.0,UKL1,2016,39
2014.0,UKL1,2016,52
2015.0,UKL1,2016,42
2016.0,UKL1,2016,51
2017.0,UKL1,2016,55
2010.0,UKE4,2016,99
2011.0,UKE4,2016,89
2012.0,UKE4,2016,81
2013.0,UKE4,2016,106
2014.0,UKE4,2016,145
2015.0,UKE4,2016,113
2016.0,UKE4,2016,126
2017.0,UKE4,2016,134
