NUTS_CODE,NUTS_BN_CODE
AL,498
TRC,498
AL0,498
AL0,498
AL0,498
AL0,498
AL0,498
AL0,498
AL0,498
AL0,498
TRC1,498
AL01,498
AL01,498
AL01,498
AL01,498
AL01,498
AL01,498
AL01,498
AL01,498
TRC12,498
AL011,498
AL011,498
AL011,498
AL011,498
AL011,498
AL011,498
AL011,498
AL011,498
TR,499
AL,499
AL,499
AL,499
AL,499
TRC,499
AL0,499
AL0,499
AL0,499
AL0,499
TRC3,499
AL01,499
AL01,499
AL01,499
AL01,499
TRC31,499
AL012,499
AL012,499
AL012,499
AL012,499
AL,500
AL,500
AL,500
AL,500
AL0,500
AL0,500
AL0,500
AL0,500
AL01,500
AL01,500
AL01,500
AL01,500
AL013,500
AL013,500
AL013,500
AL013,500
AL,501
AL,501
AL,501
AL,501
AL,501
AL,501
AL,501
AL0,501
AL0,501
AL0,501
AL0,501
AL0,501
AL0,501
AL0,501
AL01,501
AL01,501
AL01,501
AL01,501
AL01,501
AL01,501
AL01,501
AL014,501
AL014,501
AL014,501
AL014,501
AL014,501
AL014,501
AL014,501
TR,502
AL,502
AL,502
TR3,502
AL0,502
AL0,502
TR32,502
AL01,502
AL01,502
TR323,502
AL015,502
AL015,502
IT,503
AL,503
AL,503
AL,503
AL,503
AL,503
AL,503
ITG,503
AL0,503
AL0,503
AL0,503
AL0,503
AL0,503
AL0,503
ITG1,503
AL02,503
AL02,503
AL02,503
AL02,503
AL02,503
AL02,503
ITG16,503
AL021,503
AL021,503
AL021,503
AL021,503
AL021,503
AL021,503
IT,504
AL,504
AL,504
AL,504
ITG,504
AL0,504
AL0,504
AL0,504
ITG1,504
AL02,504
AL02,504
AL02,504
ITG17,504
AL022,504
AL022,504
AL022,504
IT,505
AL,505
AL,505
AL,505
AL,505
AL,505
AL,505
AL,505
ITG,505
AL0,505
AL0,505
AL0,505
AL0,505
AL0,505
AL0,505
AL0,505
ITG1,505
AL03,505
AL03,505
AL03,505
AL03,505
AL03,505
AL03,505
AL03,505
ITG17,505
AL031,505
AL031,505
AL031,505
AL031,505
AL031,505
AL031,505
AL031,505
AL,506
AL,506
AL0,506
AL0,506
AL03,506
AL03,506
AL032,506
AL032,506
IT,507
AL,507
AL,507
AL,507
AL,507
ITG,507
AL0,507
AL0,507
AL0,507
AL0,507
ITG1,507
AL03,507
AL03,507
AL03,507
AL03,507
ITG16,507
AL033,507
AL033,507
AL033,507
AL033,507
AL,508
AL,508
AL,508
AL,508
AL,508
AL0,508
AL0,508
AL0,508
AL0,508
AL0,508
AL03,508
AL03,508
AL03,508
AL03,508
AL03,508
AL034,508
AL034,508
AL034,508
AL034,508
AL034,508
AL,509
AL,509
AL,509
AL0,509
AL0,509
AL0,509
AL03,509
AL03,509
AL03,509
AL035,509
AL035,509
AL035,509
AT,510
AT,510
AT,510
AT,510
AT,510
AT,510
AT,510
AT1,510
AT1,510
AT1,510
AT1,510
AT1,510
AT1,510
AT1,510
AT11,510
AT11,510
AT11,510
AT11,510
AT11,510
AT11,510
AT11,510
AT111,510
AT111,510
AT111,510
AT111,510
AT111,510
AT111,510
AT111,510
AT,511
AT,511
AT,511
AT,511
AT,511
AT1,511
AT1,511
AT1,511
AT1,511
AT1,511
AT11,511
AT11,511
AT11,511
AT11,511
AT11,511
AT112,511
AT112,511
AT112,511
AT112,511
AT112,511
AT,512
AT,512
AT,512
AT,512
AT1,512
AT1,512
AT1,512
AT1,512
AT11,512
AT11,512
AT11,512
AT11,512
AT113,512
AT113,512
AT113,512
AT113,512
AT,513
AT,513
AT,513
AT,513
AT,513
AT,513
AT,513
AT,513
AT,513
AT,513
AT1,513
AT1,513
AT1,513
AT1,513
AT1,513
AT1,513
AT1,513
AT1,513
AT1,513
AT1,513
AT12,513
AT12,513
AT12,513
AT12,513
AT12,513
AT12,513
AT12,513
AT12,513
AT12,513
AT12,513
AT121,513
AT121,513
AT121,513
AT121,513
AT121,513
AT121,513
AT121,513
AT121,513
AT121,513
AT121,513
AT,514
AT,514
AT,514
AT,514
AT,514
AT,514
AT1,514
AT1,514
AT1,514
AT1,514
AT1,514
AT1,514
AT12,514
AT12,514
AT12,514
AT12,514
AT12,514
AT12,514
AT122,514
AT122,514
AT122,514
AT122,514
AT122,514
AT122,514
AT,515
AT,515
AT,515
AT,515
AT1,515
AT1,515
AT1,515
AT1,515
AT12,515
AT12,515
AT12,515
AT12,515
AT123,515
AT123,515
AT123,515
AT123,515
EL,516
AT,516
AT,516
AT,516
AT,516
AT,516
AT,516
EL6,516
AT1,516
AT1,516
AT1,516
AT1,516
AT1,516
AT1,516
EL65,516
AT12,516
AT12,516
AT12,516
AT12,516
AT12,516
AT12,516
EL651,516
AT124,516
AT124,516
AT124,516
AT124,516
AT124,516
AT124,516
AT,517
AT,517
AT,517
AT,517
AT,517
AT,517
AT1,517
AT1,517
AT1,517
AT1,517
AT1,517
AT1,517
AT12,517
AT12,517
AT12,517
AT12,517
AT12,517
AT12,517
AT125,517
AT125,517
AT125,517
AT125,517
AT125,517
AT125,517
ES,518
AT,518
AT,518
AT,518
AT,518
AT,518
ES6,518
AT1,518
AT1,518
AT1,518
AT1,518
AT1,518
ES61,518
AT12,518
AT12,518
AT12,518
AT12,518
AT12,518
ES618,518
AT126,518
AT126,518
AT126,518
AT126,518
AT126,518
AT,519
AT,519
AT1,519
AT1,519
AT12,519
AT12,519
AT127,519
AT127,519
ES,520
ES6,520
ES61,520
ES618,520
ES,521
AT,521
AT,521
AT,521
AT,521
AT,521
AT,521
ES6,521
AT2,521
AT2,521
AT2,521
AT2,521
AT2,521
AT2,521
ES61,521
AT21,521
AT21,521
AT21,521
AT21,521
AT21,521
AT21,521
ES618,521
AT211,521
AT211,521
AT211,521
AT211,521
AT211,521
AT211,521
AT,522
AT,522
AT,522
AT,522
AT,522
AT,522
AT,522
AT,522
AT,522
AT2,522
AT2,522
AT2,522
AT2,522
AT2,522
AT2,522
AT2,522
AT2,522
AT2,522
AT21,522
AT21,522
AT21,522
AT21,522
AT21,522
AT21,522
AT21,522
AT21,522
AT21,522
AT212,522
AT212,522
AT212,522
AT212,522
AT212,522
AT212,522
AT212,522
AT212,522
AT212,522
AT,523
AT,523
AT,523
AT,523
AT,523
AT,523
AT2,523
AT2,523
AT2,523
AT2,523
AT2,523
AT2,523
AT21,523
AT21,523
AT21,523
AT21,523
AT21,523
AT21,523
AT213,523
AT213,523
AT213,523
AT213,523
AT213,523
AT213,523
IT,524
AT,524
AT,524
AT,524
AT,524
AT,524
AT,524
ITG,524
AT2,524
AT2,524
AT2,524
AT2,524
AT2,524
AT2,524
ITG1,524
AT22,524
AT22,524
AT22,524
AT22,524
AT22,524
AT22,524
ITG16,524
AT221,524
AT221,524
AT221,524
AT221,524
AT221,524
AT221,524
AT,525
AT,525
AT,525
AT,525
AT,525
AT,525
AT,525
AT,525
AT2,525
AT2,525
AT2,525
AT2,525
AT2,525
AT2,525
AT2,525
AT2,525
AT22,525
AT22,525
AT22,525
AT22,525
AT22,525
AT22,525
AT22,525
AT22,525
AT222,525
AT222,525
AT222,525
AT222,525
AT222,525
AT222,525
AT222,525
AT222,525
AT,526
AT,526
AT,526
AT2,526
AT2,526
AT2,526
AT22,526
AT22,526
AT22,526
AT223,526
AT223,526
AT223,526
AT,527
AT,527
AT,527
AT2,527
AT2,527
AT2,527
AT22,527
AT22,527
AT22,527
AT224,527
AT224,527
AT224,527
IT,528
AT,528
AT,528
AT,528
AT,528
ITG,528
AT2,528
AT2,528
AT2,528
AT2,528
ITG1,528
AT22,528
AT22,528
AT22,528
AT22,528
ITG14,528
AT225,528
AT225,528
AT225,528
AT225,528
ES,529
AT,529
ES6,529
AT2,529
ES61,529
AT22,529
ES618,529
AT226,529
ES,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
AT,530
ES6,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
AT3,530
ES61,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
AT31,530
ES618,530
AT311,530
AT311,530
AT311,530
AT311,530
AT311,530
AT311,530
AT311,530
AT311,530
BE323,571
TR,572
BE,572
BE,572
BE,572
BE,572
TRC,572
BE3,572
BE3,572
BE3,572
BE3,572
TRC3,572
BE32,572
BE32,572
BE32,572
BE32,572
TRC34,572
BE324,572
BE324,572
BE324,572
BE324,572
BE,573
BE3,573
BE32,573
BE325,573
TR,574
BE,574
BE,574
BE,574
BE,574
TRC,574
BE3,574
BE3,574
BE3,574
BE3,574
TRC3,574
BE32,574
BE32,574
BE32,574
BE32,574
TRC33,574
BE326,574
BE326,574
BE326,574
BE326,574
TR,575
BE,575
TR6,575
BE3,575
TR61,575
BE32,575
TR613,575
BE327,575
BE,576
BE,576
BE,576
BE,576
BE,576
BE,576
BE,576
BE,576
BE,576
BE3,576
BE3,576
BE3,576
BE3,576
BE3,576
BE3,576
BE3,576
BE3,576
BE3,576
BE33,576
BE33,576
BE33,576
BE33,576
BE33,576
BE33,576
BE33,576
BE33,576
BE33,576
BE331,576
BE331,576
BE331,576
BE331,576
BE331,576
BE331,576
BE331,576
BE331,576
BE331,576
BE,577
BE,577
BE,577
BE,577
BE,577
BE3,577
BE3,577
BE3,577
BE3,577
BE3,577
BE33,577
BE33,577
BE33,577
BE33,577
BE33,577
BE332,577
BE332,577
BE332,577
BE332,577
BE332,577
BE,578
BE3,578
BE33,578
BE334,578
TR,579
BE,579
BE,579
BE,579
BE,579
BE,579
BE,579
BE,579
BE,579
TR3,579
BE3,579
BE3,579
BE3,579
BE3,579
BE3,579
BE3,579
BE3,579
BE3,579
TR33,579
BE33,579
BE33,579
BE33,579
BE33,579
BE33,579
BE33,579
BE33,579
BE33,579
TR332,579
BE335,579
BE335,579
BE335,579
BE335,579
BE335,579
BE335,579
BE335,579
BE335,579
BE,580
BE,580
BE,580
BE,580
BE,580
BE,580
BE,580
BE,580
BE,580
BE3,580
BE3,580
BE3,580
BE3,580
BE3,580
BE3,580
BE3,580
BE3,580
BE3,580
BE33,580
BE33,580
BE33,580
BE33,580
BE33,580
BE33,580
BE33,580
BE33,580
BE33,580
BE336,580
BE336,580
BE336,580
BE336,580
BE336,580
BE336,580
BE336,580
BE336,580
BE336,580
BE,581
BE,581
BE,581
BE,581
BE,581
BE,581
BE3,581
BE3,581
BE3,581
BE3,581
BE3,581
BE3,581
BE34,581
BE34,581
BE34,581
BE34,581
BE34,581
BE34,581
BE341,581
BE341,581
BE341,581
BE341,581
BE341,581
BE341,581
BE,582
BE,582
BE,582
BE,582
BE,582
BE3,582
BE3,582
BE3,582
BE3,582
BE3,582
BE34,582
BE34,582
BE34,582
BE34,582
BE34,582
BE342,582
BE342,582
BE342,582
BE342,582
BE342,582
BE,583
BE,583
BE3,583
BE3,583
BE34,583
BE34,583
BE343,583
BE343,583
BE,584
BE,584
BE,584
BE,584
BE,584
BE3,584
BE3,584
BE3,584
BE3,584
BE3,584
BE34,584
BE34,584
BE34,584
BE34,584
BE34,584
BE344,584
BE344,584
BE344,584
BE344,584
BE344,584
BE,585
BE,585
BE,585
BE,585
BE3,585
BE3,585
BE3,585
BE3,585
BE34,585
BE34,585
BE34,585
BE34,585
BE345,585
BE345,585
BE345,585
BE345,585
BE,586
BE,586
BE,586
BE,586
BE,586
BE,586
BE3,586
BE3,586
BE3,586
BE3,586
BE3,586
BE3,586
BE35,586
BE35,586
BE35,586
BE35,586
BE35,586
BE35,586
BE351,586
BE351,586
BE351,586
BE351,586
BE351,586
BE351,586
BE,587
BE3,587
BE35,587
BE352,587
BE,588
BE3,588
BE35,588
BE353,588
BG,589
BG,589
BG,589
BG,589
BG,589
BG,589
BG3,589
BG3,589
BG3,589
BG3,589
BG3,589
BG3,589
BG31,589
BG31,589
BG31,589
BG31,589
BG31,589
BG31,589
BG311,589
BG311,589
BG311,589
BG311,589
BG311,589
BG311,589
IT,590
BG,590
BG,590
BG,590
BG,590
BG,590
BG,590
ITG,590
BG3,590
BG3,590
BG3,590
BG3,590
BG3,590
BG3,590
ITG1,590
BG31,590
BG31,590
BG31,590
BG31,590
BG31,590
BG31,590
ITG17,590
BG312,590
BG312,590
BG312,590
BG312,590
BG312,590
BG312,590
BG,591
BG,591
BG,591
BG,591
BG,591
BG,591
BG3,591
BG3,591
BG3,591
BG3,591
BG3,591
BG3,591
BG31,591
BG31,591
BG31,591
BG31,591
BG31,591
BG31,591
BG313,591
BG313,591
BG313,591
BG313,591
BG313,591
BG313,591
BG,592
BG,592
BG,592
BG,592
BG,592
BG,592
BG3,592
BG3,592
BG3,592
BG3,592
BG3,592
BG3,592
BG31,592
BG31,592
BG31,592
BG31,592
BG31,592
BG31,592
BG314,592
BG314,592
BG314,592
BG314,592
BG314,592
BG314,592
BG,593
BG,593
BG,593
BG,593
BG,593
BG,593
BG,593
BG,593
BG,593
BG3,593
BG3,593
BG3,593
BG3,593
BG3,593
BG3,593
BG3,593
BG3,593
BG3,593
BG31,593
BG31,593
BG31,593
BG31,593
BG31,593
BG31,593
BG31,593
BG31,593
BG31,593
BG315,593
BG315,593
BG315,593
BG315,593
BG315,593
BG315,593
BG315,593
BG315,593
BG315,593
BG,594
BG,594
BG,594
BG,594
BG,594
BG,594
BG,594
BG,594
BG,594
BG3,594
BG3,594
BG3,594
BG3,594
BG3,594
BG3,594
BG3,594
BG3,594
BG3,594
AT311,530
AT311,530
AT311,530
AT311,530
AT311,530
AT,531
AT,531
AT,531
AT,531
AT,531
AT3,531
AT3,531
AT3,531
AT3,531
AT3,531
AT31,531
AT31,531
AT31,531
AT31,531
AT31,531
AT312,531
AT312,531
AT312,531
AT312,531
AT312,531
AT,532
AT,532
AT,532
AT,532
AT3,532
AT3,532
AT3,532
AT3,532
AT31,532
AT31,532
AT31,532
AT31,532
AT313,532
AT313,532
AT313,532
AT313,532
TR,533
AT,533
TR5,533
AT3,533
TR52,533
AT31,533
TR522,533
AT314,533
AT,534
AT,534
AT3,534
AT3,534
AT31,534
AT31,534
AT315,534
AT315,534
AT,535
AT3,535
AT32,535
AT321,535
TR,536
AT,536
AT,536
AT,536
AT,536
AT,536
AT,536
AT,536
AT,536
TRC,536
AT3,536
AT3,536
AT3,536
AT3,536
AT3,536
AT3,536
AT3,536
AT3,536
TRC3,536
AT32,536
AT32,536
AT32,536
AT32,536
AT32,536
AT32,536
AT32,536
AT32,536
TRC32,536
AT322,536
AT322,536
AT322,536
AT322,536
AT322,536
AT322,536
AT322,536
AT322,536
TR,537
AT,537
AT,537
AT,537
TRC,537
AT3,537
AT3,537
AT3,537
TRC3,537
AT32,537
AT32,537
AT32,537
TRC33,537
AT323,537
AT323,537
AT323,537
IT,538
AT,538
AT,538
AT,538
AT,538
AT,538
AT,538
AT,538
ITG,538
AT3,538
AT3,538
AT3,538
AT3,538
AT3,538
AT3,538
AT3,538
ITG1,538
AT33,538
AT33,538
AT33,538
AT33,538
AT33,538
AT33,538
AT33,538
ITG15,538
AT331,538
AT331,538
AT331,538
AT331,538
AT331,538
AT331,538
AT331,538
AT,539
AT,539
AT,539
AT,539
AT,539
AT3,539
AT3,539
AT3,539
AT3,539
AT3,539
AT33,539
AT33,539
AT33,539
AT33,539
AT33,539
AT332,539
AT332,539
AT332,539
AT332,539
AT332,539
AT,540
AT,540
AT,540
AT3,540
AT3,540
AT3,540
AT33,540
AT33,540
AT33,540
AT333,540
AT333,540
AT333,540
AT,541
AT,541
AT,541
AT,541
AT3,541
AT3,541
AT3,541
AT3,541
AT33,541
AT33,541
AT33,541
AT33,541
AT334,541
AT334,541
AT334,541
AT334,541
AT,542
AT,542
AT,542
AT,542
AT,542
AT,542
AT,542
AT3,542
AT3,542
AT3,542
AT3,542
AT3,542
AT3,542
AT3,542
AT33,542
AT33,542
AT33,542
AT33,542
AT33,542
AT33,542
AT33,542
AT335,542
AT335,542
AT335,542
AT335,542
AT335,542
AT335,542
AT335,542
IT,543
AT,543
AT,543
AT,543
AT,543
AT,543
ITG,543
AT3,543
AT3,543
AT3,543
AT3,543
AT3,543
ITG1,543
AT34,543
AT34,543
AT34,543
AT34,543
AT34,543
ITG15,543
AT341,543
AT341,543
AT341,543
AT341,543
AT341,543
AT,544
AT,544
AT,544
AT,544
AT,544
AT,544
AT,544
AT3,544
AT3,544
AT3,544
AT3,544
AT3,544
AT3,544
AT3,544
AT34,544
AT34,544
AT34,544
AT34,544
AT34,544
AT34,544
AT34,544
AT342,544
AT342,544
AT342,544
AT342,544
AT342,544
AT342,544
AT342,544
BE,545
BE,545
BE,545
BE1,545
BE1,545
BE1,545
BE10,545
BE10,545
BE10,545
BE100,545
BE100,545
BE100,545
BE,546
BE,546
BE,546
BE,546
BE,546
BE,546
BE,546
BE,546
BE,546
BE2,546
BE2,546
BE2,546
BE2,546
BE2,546
BE2,546
BE2,546
BE2,546
BE2,546
BE21,546
BE21,546
BE21,546
BE21,546
BE21,546
BE21,546
BE21,546
BE21,546
BE21,546
BE211,546
BE211,546
BE211,546
BE211,546
BE211,546
BE211,546
BE211,546
BE211,546
BE211,546
BE,547
BE,547
BE,547
BE,547
BE,547
BE,547
BE2,547
BE2,547
BE2,547
BE2,547
BE2,547
BE2,547
BE21,547
BE21,547
BE21,547
BE21,547
BE21,547
BE21,547
BE212,547
BE212,547
BE212,547
BE212,547
BE212,547
BE212,547
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE2,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE21,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
BE213,548
IT,549
BE,549
BE,549
BE,549
BE,549
BE,549
ITG,549
BE2,549
BE2,549
BE2,549
BE2,549
BE2,549
ITG1,549
BE22,549
BE22,549
BE22,549
BE22,549
BE22,549
ITG15,549
BE221,549
BE221,549
BE221,549
BE221,549
BE221,549
BE,550
BE,550
BE,550
BE,550
BE,550
BE,550
BE2,550
BE2,550
BE2,550
BE2,550
BE2,550
BE2,550
BE22,550
BE22,550
BE22,550
BE22,550
BE22,550
BE22,550
BE222,550
BE222,550
BE222,550
BE222,550
BE222,550
BE222,550
BE,551
BE,551
BE,551
BE,551
BE,551
BE,551
BE,551
BE2,551
BE2,551
BE2,551
BE2,551
BE2,551
BE2,551
BE2,551
BE22,551
BE22,551
BE22,551
BE22,551
BE22,551
BE22,551
BE22,551
BE223,551
BE223,551
BE223,551
BE223,551
BE223,551
BE223,551
BE223,551
BE,552
BE,552
BE,552
BE,552
BE,552
BE,552
BE,552
BE2,552
BE2,552
BE2,552
BE2,552
BE2,552
BE2,552
BE2,552
BE23,552
BE23,552
BE23,552
BE23,552
BE23,552
BE23,552
BE23,552
BE231,552
BE231,552
BE231,552
BE231,552
BE231,552
BE231,552
BE231,552
BE,553
BE,553
BE,553
BE,553
BE2,553
BE2,553
BE2,553
BE2,553
BE23,553
BE23,553
BE23,553
BE23,553
BE232,553
BE232,553
BE232,553
BE232,553
TR,554
BE,554
BE,554
BE,554
BE,554
TRC,554
BE2,554
BE2,554
BE2,554
BE2,554
TRC3,554
BE23,554
BE23,554
BE23,554
BE23,554
TRC33,554
BE233,554
BE233,554
BE233,554
BE233,554
BE,555
BE,555
BE,555
BE,555
BE,555
BE,555
BE,555
BE,555
BE,555
BE2,555
BE2,555
BE2,555
BE2,555
BE2,555
BE2,555
BE2,555
BE2,555
BE2,555
BE23,555
BE23,555
BE23,555
BE23,555
BE23,555
BE23,555
BE23,555
BE23,555
BE23,555
BE234,555
BE234,555
BE234,555
BE234,555
BE234,555
BE234,555
BE234,555
BE234,555
BE234,555
TR,556
BE,556
BE,556
BE,556
BE,556
BE,556
TRC,556
BE2,556
BE2,556
BE2,556
BE2,556
BE2,556
TRC3,556
BE23,556
BE23,556
BE23,556
BE23,556
BE23,556
TRC32,556
BE235,556
BE235,556
BE235,556
BE235,556
BE235,556
IT,557
BE,557
BE,557
ITG,557
BE2,557
BE2,557
ITG1,557
BE23,557
BE23,557
ITG15,557
BE236,557
BE236,557
BE,558
BE,558
BE,558
BE,558
BE2,558
BE2,558
BE2,558
BE2,558
BE24,558
BE24,558
BE24,558
BE24,558
BE241,558
BE241,558
BE241,558
BE241,558
BE,559
BE,559
BE,559
BE2,559
BE2,559
BE2,559
BE24,559
BE24,559
BE24,559
BE242,559
BE242,559
BE242,559
BE,560
BE,560
BE,560
BE,560
BE,560
BE,560
BE,560
BE,560
BE2,560
BE2,560
BE2,560
BE2,560
BE2,560
BE2,560
BE2,560
BE2,560
BE25,560
BE25,560
BE25,560
BE25,560
BE25,560
BE25,560
BE25,560
BE25,560
BE251,560
BE251,560
BE251,560
BE251,560
BE251,560
BE251,560
BE251,560
BE251,560
TR,561
BE,561
BE,561
BE,561
BE,561
BE,561
BE,561
TRC,561
BE2,561
BE2,561
BE2,561
BE2,561
BE2,561
BE2,561
TRC3,561
BE25,561
BE25,561
BE25,561
BE25,561
BE25,561
BE25,561
TRC31,561
BE252,561
BE252,561
BE252,561
BE252,561
BE252,561
BE252,561
TR,562
BE,562
BE,562
BE,562
BE,562
BE,562
BE,562
TR6,562
BE2,562
BE2,562
BE2,562
BE2,562
BE2,562
BE2,562
TR63,562
BE25,562
BE25,562
BE25,562
BE25,562
BE25,562
BE25,562
TR633,562
BE253,562
BE253,562
BE253,562
BE253,562
BE253,562
BE253,562
TR,563
BE,563
BE,563
BE,563
BE,563
BE,563
BE,563
TR6,563
BE2,563
BE2,563
BE2,563
BE2,563
BE2,563
BE2,563
TR63,563
BE25,563
BE25,563
BE25,563
BE25,563
BE25,563
BE25,563
TR633,563
BE254,563
BE254,563
BE254,563
BE254,563
BE254,563
BE254,563
IT,564
BE,564
BE,564
BE,564
ITG,564
BE2,564
BE2,564
BE2,564
ITG1,564
BE25,564
BE25,564
BE25,564
ITG14,564
BE255,564
BE255,564
BE255,564
IT,565
BE,565
BE,565
ITG,565
BE2,565
BE2,565
ITG1,565
BE25,565
BE25,565
ITG14,565
BE256,565
BE256,565
IT,566
ITG,566
ITG1,566
ITG14,566
IT,567
BE,567
BE,567
BE,567
ITG,567
BE2,567
BE2,567
BE2,567
ITG1,567
BE25,567
BE25,567
BE25,567
ITG15,567
BE258,567
BE258,567
BE258,567
TR,568
BE,568
BE,568
BE,568
BE,568
BE,568
BE,568
BE,568
TR6,568
BE3,568
BE3,568
BE3,568
BE3,568
BE3,568
BE3,568
BE3,568
TR61,568
BE31,568
BE31,568
BE31,568
BE31,568
BE31,568
BE31,568
BE31,568
TR613,568
BE310,568
BE310,568
BE310,568
BE310,568
BE310,568
BE310,568
BE310,568
BE,569
BE,569
BE,569
BE,569
BE3,569
BE3,569
BE3,569
BE3,569
BE32,569
BE32,569
BE32,569
BE32,569
BE321,569
BE321,569
BE321,569
BE321,569
BE,570
BE,570
BE,570
BE,570
BE,570
BE,570
BE3,570
BE3,570
BE3,570
BE3,570
BE3,570
BE3,570
BE32,570
BE32,570
BE32,570
BE32,570
BE32,570
BE32,570
BE322,570
BE322,570
BE322,570
BE322,570
BE322,570
BE322,570
TR,571
BE,571
BE,571
BE,571
BE,571
TR7,571
BE3,571
BE3,571
BE3,571
BE3,571
TR71,571
BE32,571
BE32,571
BE32,571
BE32,571
TR713,571
BE323,571
BE323,571
BE323,571
DE,705
DE2,705
DE2,705
DE2,705
DE21,705
DE21,705
DE21,705
DE214,705
DE214,705
DE214,705
ES,706
DE,706
ES6,706
DE2,706
ES61,706
DE21,706
ES618,706
DE215,706
DE,707
DE,707
DE,707
DE,707
DE,707
DE,707
DE,707
DE,707
DE2,707
DE2,707
DE2,707
DE2,707
DE2,707
DE2,707
DE2,707
DE2,707
DE21,707
DE21,707
DE21,707
DE21,707
DE21,707
DE21,707
DE21,707
DE21,707
DE216,707
DE216,707
DE216,707
DE216,707
DE216,707
DE216,707
DE216,707
DE216,707
DE,708
DE,708
DE,708
DE,708
DE,708
DE,708
DE,708
DE2,708
DE2,708
DE2,708
DE2,708
DE2,708
DE2,708
DE2,708
DE21,708
DE21,708
DE21,708
DE21,708
DE21,708
DE21,708
DE21,708
DE217,708
DE217,708
DE217,708
DE217,708
DE217,708
DE217,708
DE217,708
DE,709
DE,709
DE,709
DE,709
DE,709
DE2,709
DE2,709
DE2,709
DE2,709
DE2,709
DE21,709
DE21,709
DE21,709
DE21,709
DE21,709
DE218,709
DE218,709
DE218,709
DE218,709
DE218,709
ES,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
DE,710
ES6,710
DE2,710
DE2,710
DE2,710
DE2,710
DE2,710
DE2,710
