year,nuts_id,nuts_year_spec,aps_econ_active_stem_associate_profs_data
2012,UKK1,2016,22600
2013,UKK1,2016,27000
2014,UKK1,2016,23000
2015,UKK1,2016,21900
2016,UKK1,2016,25000
2017,UKK1,2016,22300
2018,UKK1,2016,26600
2012,UKD3,2016,19800
2013,UKD3,2016,19500
2014,UKD3,2016,18000
2015,UKD3,2016,17900
2016,UKD3,2016,21200
2017,UKD3,2016,24200
2018,UKD3,2016,25600
2012,UKJ3,2016,19900
2013,UKJ3,2016,19700
2014,UKJ3,2016,22800
2015,UKJ3,2016,20500
2016,UKJ3,2016,16800
2017,UKJ3,2016,23400
2018,UKJ3,2016,23400
2012,UKG1,2016,15300
2013,UKG1,2016,10200
2014,UKG1,2016,9300
2015,UKG1,2016,10700
2016,UKG1,2016,12700
2017,UKG1,2016,10500
2018,UKG1,2016,9700
2012,UKM6,2016,3900
2013,UKM6,2016,4300
2014,UKM6,2016,5400
2015,UKM6,2016,4300
2016,UKM6,2016,3700
2017,UKM6,2016,5800
2018,UKM6,2016,5100
2012,UKI4,2016,19300
2013,UKI4,2016,14200
2014,UKI4,2016,13400
2015,UKI4,2016,12800
2016,UKI4,2016,14100
2017,UKI4,2016,15000
2018,UKI4,2016,25000
2012,UKI3,2016,6900
2013,UKI3,2016,7100
2014,UKI3,2016,6400
2015,UKI3,2016,7100
2016,UKI3,2016,5100
2017,UKI3,2016,8100
2018,UKI3,2016,7700
2012,UKJ4,2016,16700
2013,UKJ4,2016,16700
2014,UKJ4,2016,14000
2015,UKJ4,2016,11800
2016,UKJ4,2016,13200
2017,UKJ4,2016,17100
2018,UKJ4,2016,17900
2012,UKD4,2016,8000
2013,UKD4,2016,9800
2014,UKD4,2016,7200
2015,UKD4,2016,9400
2016,UKD4,2016,7500
2017,UKD4,2016,12100
2018,UKD4,2016,14500
2012,UKF2,2016,12600
2013,UKF2,2016,15200
2014,UKF2,2016,13100
2015,UKF2,2016,18900
2016,UKF2,2016,22700
2017,UKF2,2016,23500
2018,UKF2,2016,21900
2012,UKF3,2016,4600
2013,UKF3,2016,7500
2014,UKF3,2016,5600
2015,UKF3,2016,2200
2016,UKF3,2016,3800
2017,UKF3,2016,3400
2018,UKF3,2016,6700
2012,UKD7,2016,12400
2013,UKD7,2016,12600
2014,UKD7,2016,12600
2015,UKD7,2016,11400
2016,UKD7,2016,12200
2017,UKD7,2016,13700
2018,UKD7,2016,13800
2012,UKM5,2016,8500
2013,UKM5,2016,9200
2014,UKM5,2016,10300
2015,UKM5,2016,8000
2016,UKM5,2016,7400
2017,UKM5,2016,6900
2018,UKM5,2016,6300
2012,UKE2,2016,8800
2013,UKE2,2016,6700
2014,UKE2,2016,6500
2015,UKE2,2016,5400
2016,UKE2,2016,7500
2017,UKE2,2016,5800
2018,UKE2,2016,7500
2012,UKC2,2016,10800
2013,UKC2,2016,10300
2014,UKC2,2016,11000
2015,UKC2,2016,12800
2016,UKC2,2016,11400
2017,UKC2,2016,10800
2018,UKC2,2016,12100
2012,UKI5,2016,16200
2013,UKI5,2016,17000
2014,UKI5,2016,13500
2015,UKI5,2016,11700
2016,UKI5,2016,12300
2017,UKI5,2016,11200
2018,UKI5,2016,17600
2012,UKI6,2016,7100
2013,UKI6,2016,11300
2014,UKI6,2016,10800
2015,UKI6,2016,10700
2016,UKI6,2016,13200
2017,UKI6,2016,11100
2018,UKI6,2016,7700
2012,UKI7,2016,14200
2013,UKI7,2016,15100
2014,UKI7,2016,14100
2015,UKI7,2016,16700
2016,UKI7,2016,17200
2017,UKI7,2016,14900
2018,UKI7,2016,17500
2012,UKG2,2016,11800
2013,UKG2,2016,12100
2014,UKG2,2016,15800
2015,UKG2,2016,11000
2016,UKG2,2016,11300
2017,UKG2,2016,15000
2018,UKG2,2016,16200
2012,UKE3,2016,7600
2013,UKE3,2016,10300
2014,UKE3,2016,10400
2015,UKE3,2016,12200
2016,UKE3,2016,8200
2017,UKE3,2016,11900
2018,UKE3,2016,9600
2012,UKM9,2016,6900
2013,UKM9,2016,6500
2014,UKM9,2016,7100
2015,UKM9,2016,7600
2016,UKM9,2016,7500
2017,UKM9,2016,7200
2018,UKM9,2016,6700
2012,UKJ2,2016,28000
2013,UKJ2,2016,27700
2014,UKJ2,2016,20200
2015,UKJ2,2016,19300
2016,UKJ2,2016,25300
2017,UKJ2,2016,25700
2018,UKJ2,2016,22800
2012,UKC1,2016,11200
2013,UKC1,2016,9900
2014,UKC1,2016,12600
2015,UKC1,2016,11200
2016,UKC1,2016,10600
2017,UKC1,2016,11800
2018,UKC1,2016,10500
2012,UKM8,2016,8500
2013,UKM8,2016,13900
2014,UKM8,2016,12800
2015,UKM8,2016,13400
2016,UKM8,2016,16900
2017,UKM8,2016,15900
2018,UKM8,2016,12400
2012,UKG3,2016,18900
2013,UKG3,2016,14200
2014,UKG3,2016,20700
2015,UKG3,2016,16100
2016,UKG3,2016,21500
2017,UKG3,2016,25600
2018,UKG3,2016,25900
2012,UKL1,2016,16600
2013,UKL1,2016,15200
2014,UKL1,2016,14300
2015,UKL1,2016,15100
2016,UKL1,2016,14400
2017,UKL1,2016,16600
2018,UKL1,2016,16400
2012,UKE4,2016,19000
2013,UKE4,2016,19700
2014,UKE4,2016,15600
2015,UKE4,2016,17400
2016,UKE4,2016,18600
2017,UKE4,2016,18000
2018,UKE4,2016,23100
