year,nuts_id,nuts_year_spec,companies_founded
2016,UKI41,2016,2
2016,UKI45,2016,2
2016,UKI54,2016,1
2016,UKI63,2016,2
2016,UKI72,2016,2
2016,UKI73,2016,1
2016,UKI74,2016,3
2016,UKI75,2016,2
2016,UKJ11,2016,10
2016,UKJ12,2016,3
2016,UKJ13,2016,1
2016,UKJ14,2016,31
2016,UKJ21,2016,4
2016,UKJ22,2016,1
2016,UKJ25,2016,12
2016,UKJ26,2016,1
2016,UKJ27,2016,1
2016,UKJ28,2016,1
2016,UKJ31,2016,1
2016,UKJ32,2016,1
2016,UKJ35,2016,3
2016,UKJ36,2016,2
2016,UKJ37,2016,3
2016,UKJ41,2016,3
2016,UKJ44,2016,3
2016,UKJ45,2016,3
2016,UKJ46,2016,2
2016,UKK11,2016,15
2016,UKK12,2016,6
2016,UKK13,2016,7
2016,UKK15,2016,2
2016,UKK21,2016,4
2016,UKK22,2016,1
2016,UKK41,2016,1
2016,UKK42,2016,1
2016,UKK43,2016,8
2016,UKL14,2016,3
2016,UKL15,2016,1
2016,UKL16,2016,2
2016,UKL21,2016,4
2016,UKL22,2016,4
2016,UKL23,2016,1
2016,UKM50,2016,3
2016,UKM71,2016,3
2016,UKM72,2016,2
2016,UKM75,2016,21
2016,UKM76,2016,1
2016,UKM82,2016,5
2016,UKM84,2016,1
2016,UKM95,2016,1
2016,UKN06,2016,7
2016,UKN08,2016,1
2016,UKN16,2016,1
2017,UKC12,2016,1
2017,UKC21,2016,1
2017,UKC22,2016,8
2017,UKD12,2016,1
2017,UKD33,2016,28
2017,UKD34,2016,4
2017,UKD36,2016,1
2017,UKD42,2016,2
2017,UKD44,2016,1
2017,UKD45,2016,2
2017,UKD47,2016,1
2017,UKD61,2016,2
2017,UKD62,2016,2
2017,UKD63,2016,2
2017,UKD71,2016,1
2017,UKD72,2016,3
2017,UKE13,2016,1
2017,UKE21,2016,1
2017,UKE22,2016,1
2017,UKE32,2016,3
2017,UKE42,2016,6
2017,UKE44,2016,3
2017,UKF11,2016,1
2017,UKF14,2016,3
2017,UKF21,2016,2
2017,UKF22,2016,3
2017,UKF30,2016,4
2017,UKG11,2016,1
2017,UKG13,2016,6
2017,UKG31,2016,7
2017,UKG32,2016,1
2017,UKG33,2016,4
2017,UKG36,2016,1
2017,UKG37,2016,1
2017,UKG38,2016,1
2017,UKG39,2016,1
2017,UKH11,2016,1
2017,UKH12,2016,34
2017,UKH14,2016,1
2017,UKH15,2016,4
2017,UKH16,2016,1
2017,UKH21,2016,1
2017,UKH23,2016,8
2017,UKH31,2016,1
2017,UKH35,2016,1
2017,UKH36,2016,1
2017,UKH37,2016,1
2017,UKI31,2016,2
2017,UKI32,2016,574
2017,UKI33,2016,1
2017,UKI43,2016,1
2017,UKI61,2016,1
2017,UKI62,2016,1
2017,UKI71,2016,1
2017,UKI72,2016,1
2017,UKI74,2016,1
2017,UKI75,2016,3
2017,UKJ11,2016,11
2017,UKJ12,2016,3
2017,UKJ13,2016,2
2017,UKJ14,2016,27
2017,UKJ21,2016,7
2017,UKJ25,2016,5
2017,UKJ27,2016,1
2017,UKJ31,2016,1
2017,UKJ32,2016,7
2017,UKJ36,2016,3
2017,UKJ37,2016,3
2017,UKJ41,2016,1
2017,UKJ44,2016,1
2017,UKJ45,2016,3
2017,UKK11,2016,12
2017,UKK12,2016,1
2017,UKK13,2016,2
2017,UKK15,2016,4
2017,UKK21,2016,2
2017,UKK23,2016,2
2017,UKK41,2016,2
2017,UKK42,2016,2
2017,UKK43,2016,4
2017,UKL13,2016,1
2017,UKL14,2016,1
2017,UKL16,2016,3
2017,UKL18,2016,3
2017,UKL21,2016,1
2017,UKL22,2016,11
2017,UKL23,2016,1
2017,UKM50,2016,1
2017,UKM71,2016,3
2017,UKM72,2016,3
2017,UKM75,2016,18
2017,UKM76,2016,1
2017,UKM82,2016,6
2017,UKM84,2016,3
2017,UKM94,2016,1
2017,UKM95,2016,2
2017,UKN06,2016,3
2017,UKN08,2016,1
2018,UKC12,2016,1
2018,UKC14,2016,2
2018,UKC21,2016,1
2018,UKC22,2016,7
2018,UKD33,2016,19
2018,UKD35,2016,2
2018,UKD41,2016,1
2018,UKD45,2016,2
2018,UKD72,2016,1
2018,UKE13,2016,1
2018,UKE22,2016,1
2018,UKE31,2016,1
2018,UKE32,2016,1
2018,UKE41,2016,1
2018,UKE42,2016,7
2018,UKE44,2016,1
2018,UKF14,2016,4
2018,UKF21,2016,6
2018,UKF22,2016,5
2018,UKF25,2016,1
2018,UKG12,2016,1
2018,UKG13,2016,1
2018,UKG22,2016,2
2018,UKG24,2016,1
2018,UKG31,2016,5
2018,UKG33,2016,3
2018,UKG39,2016,1
2018,UKH12,2016,15
2018,UKH14,2016,1
2018,UKH15,2016,3
2018,UKH17,2016,1
2018,UKH21,2016,1
2018,UKH23,2016,5
2018,UKH24,2016,2
2018,UKH25,2016,1
2018,UKH34,2016,1
2018,UKH36,2016,1
2018,UKI31,2016,1
2018,UKI32,2016,454
2018,UKI41,2016,1
2018,UKI43,2016,2
2018,UKI54,2016,1
2018,UKI62,2016,2
2018,UKI63,2016,2
2018,UKI74,2016,1
2018,UKI75,2016,2
2018,UKJ11,2016,4
2018,UKJ12,2016,2
2018,UKJ13,2016,6
2018,UKJ14,2016,16
2018,UKJ21,2016,3
2018,UKJ25,2016,7
2018,UKJ26,2016,1
2018,UKJ27,2016,1
2018,UKJ28,2016,2
2018,UKJ31,2016,1
2018,UKJ32,2016,1
2018,UKJ36,2016,1
2018,UKJ44,2016,1
2018,UKJ45,2016,2
2018,UKJ46,2016,2
2018,UKK11,2016,13
2018,UKK12,2016,4
2018,UKK13,2016,2
2018,UKK14,2016,2
2018,UKK21,2016,2
2018,UKK23,2016,1
2018,UKK43,2016,1
2018,UKL11,2016,1
2018,UKL14,2016,2
2018,UKL21,2016,1
2018,UKL22,2016,4
2018,UKM50,2016,1
2018,UKM71,2016,1
2018,UKM73,2016,1
2018,UKM75,2016,18
2018,UKM82,2016,8
2018,UKM83,2016,1
2018,UKM84,2016,1
2018,UKN06,2016,3
