year,nuts_id,nuts_year_spec,broadband_download_speed_data
2018,UKG37,2016,51.07
2018,UKG38,2016,50.44
2018,UKG39,2016,59.66
2018,UKH11,2016,57.4
2018,UKH12,2016,47.7
2018,UKH14,2016,35.86
2018,UKH15,2016,47.94
2018,UKH16,2016,28.56
2018,UKH17,2016,28.43
2018,UKH21,2016,66.31
2018,UKH23,2016,58.97
2018,UKH24,2016,56.63
2018,UKH25,2016,50.92
2018,UKH31,2016,51.15
2018,UKH32,2016,57.29
2018,UKH34,2016,35.16
2018,UKH35,2016,56.57
2018,UKH36,2016,36.04
2018,UKH37,2016,45.13
2018,UKI31,2016,53.65
2018,UKI32,2016,29.55
2018,UKI33,2016,48.42
2018,UKI34,2016,47.7
2018,UKI41,2016,47.45
2018,UKI42,2016,31.39
2018,UKI43,2016,55.39
2018,UKI44,2016,41.46
2018,UKI45,2016,44.87
2018,UKI51,2016,49.87
2018,UKI52,2016,57.73
2018,UKI53,2016,57.62
2018,UKI54,2016,59.66
2018,UKI61,2016,58.01
2018,UKI62,2016,54.65
2018,UKI63,2016,62.61
2018,UKI71,2016,42.75
2018,UKI72,2016,47.85
2018,UKI73,2016,50.81
2018,UKI74,2016,57.77
2018,UKI75,2016,62.52
2018,UKJ11,2016,54.52
2018,UKJ12,2016,32.63
2018,UKJ13,2016,47.75
2018,UKJ14,2016,52.54
2018,UKJ21,2016,65.87
2018,UKJ22,2016,30.41
2018,UKJ25,2016,53.97
2018,UKJ26,2016,49.41
2018,UKJ27,2016,41.36
2018,UKJ28,2016,41.85
2018,UKJ31,2016,64.21
2018,UKJ32,2016,56.57
2018,UKJ34,2016,30.23
2018,UKJ35,2016,58.24
2018,UKJ36,2016,37.52
2018,UKJ37,2016,53.65
2018,UKJ41,2016,63.02
2018,UKJ43,2016,44.41
2018,UKJ44,2016,33.46
2018,UKJ45,2016,43.71
2018,UKJ46,2016,42.73
2018,UKK11,2016,66.38
2018,UKK12,2016,47.05
2018,UKK13,2016,55.25
2018,UKK14,2016,56.75
2018,UKK15,2016,40.71
2018,UKK21,2016,58.35
2018,UKK22,2016,31.63
2018,UKK23,2016,29.81
2018,UKK30,2016,25.85
2018,UKK41,2016,66.61
2018,UKK42,2016,39.18
2018,UKK43,2016,32.97
2018,UKL11,2016,27.28
2018,UKL12,2016,27.4
2018,UKL13,2016,28.25
2018,UKL14,2016,26.27
2018,UKL15,2016,32.25
2018,UKL16,2016,32.61
2018,UKL17,2016,43.26
2018,UKL18,2016,57.48
2018,UKL21,2016,41.65
2018,UKL22,2016,56.22
2018,UKL23,2016,29.57
2018,UKL24,2016,21.93
2018,UKM50,2016,27.26
2018,UKM61,2016,26.31
2018,UKM62,2016,28.2
2018,UKM63,2016,25.98
2018,UKM64,2016,30.61
2018,UKM65,2016,23.18
2018,UKM66,2016,27.51
2018,UKM71,2016,50.92
2018,UKM72,2016,40.54
2018,UKM73,2016,27.38
2018,UKM75,2016,64.27
2018,UKM76,2016,65.2
2018,UKM77,2016,33.44
2018,UKM78,2016,42.22
2018,UKM81,2016,62.53
2018,UKM82,2016,46.57
2018,UKM83,2016,60.37
2018,UKM84,2016,61.02
2018,UKM91,2016,26.6
2018,UKM92,2016,26.13
2018,UKM93,2016,35.07
2018,UKM94,2016,38.52
2018,UKM95,2016,54.06
2018,UKN06,2016,63.76
2018,UKN07,2016,30.85
2018,UKN08,2016,30.26
2018,UKN09,2016,36.57
2018,UKN10,2016,42.31
2018,UKN11,2016,30.35
2018,UKN12,2016,33.12
2018,UKN13,2016,45.04
2018,UKN14,2016,45.75
2018,UKN15,2016,31.24
2018,UKN16,2016,27.06
2019,UKC11,2016,82.23
2019,UKC12,2016,79.92
2019,UKC13,2016,77.72
2019,UKC14,2016,38.48
2019,UKC21,2016,37.23
2019,UKC22,2016,64.86
2019,UKC23,2016,59.41
2019,UKD11,2016,38.58
2019,UKD12,2016,52.62
2019,UKD33,2016,59.85
2019,UKD34,2016,68.31
2019,UKD35,2016,66.34
2019,UKD36,2016,72.1
2019,UKD37,2016,59.85
2019,UKD41,2016,59.67
2019,UKD42,2016,65.03
2019,UKD44,2016,67.95
2019,UKD45,2016,57.04
2019,UKD46,2016,56.59
2019,UKD47,2016,47.31
2019,UKD61,2016,67.87
2019,UKD62,2016,47.79
2019,UKD63,2016,44.53
2019,UKD71,2016,74.62
2019,UKD72,2016,69.35
2019,UKD73,2016,67.79
2019,UKD74,2016,58.74
2019,UKE11,2016,130.5
2019,UKE12,2016,66.91
2019,UKE13,2016,72.7
2019,UKE21,2016,55.52
2019,UKE22,2016,45.98
2019,UKE31,2016,52.29
2019,UKE32,2016,50.33
2019,UKE41,2016,62.06
2019,UKE42,2016,64.96
2019,UKE44,2016,55.29
2019,UKE45,2016,48.93
2019,UKF11,2016,75.88
