year,nuts_id,nuts_year_spec,contract_research_non_sme
2017,UKI42,2016,8663000.0
2017,UKI43,2016,585000.0
2017,UKI44,2016,267000.0
2017,UKI51,2016,889000.0
2017,UKI63,2016,92000.0
2017,UKI71,2016,642000.0
2017,UKI73,2016,3000.0
2017,UKI74,2016,544000.0
2017,UKI75,2016,0.0
2017,UKJ11,2016,5283000.0
2017,UKJ12,2016,397000.0
2017,UKJ13,2016,0.0
2017,UKJ14,2016,62454000.0
2017,UKJ21,2016,1878000.0
2017,UKJ25,2016,5718000.0
2017,UKJ27,2016,1120000.0
2017,UKJ31,2016,1242000.0
2017,UKJ32,2016,8872000.0
2017,UKJ36,2016,0.0
2017,UKJ44,2016,53000.0
2017,UKK11,2016,12950000.0
2017,UKK12,2016,2387000.0
2017,UKK13,2016,92000.0
2017,UKK21,2016,215000.0
2017,UKK30,2016,0.0
2017,UKK41,2016,98000.0
2017,UKK43,2016,3657000.0
2017,UKL12,2016,301000.0
2017,UKL14,2016,214000.0
2017,UKL15,2016,344000.0
2017,UKL18,2016,3324000.0
2017,UKL22,2016,4262000.0
2017,UKL23,2016,2000.0
2017,UKM50,2016,3617000.0
2017,UKM62,2016,25000.0
2017,UKM71,2016,12101000.0
2017,UKM72,2016,699000.0
2017,UKM73,2016,9000.0
2017,UKM75,2016,12106000.0
2017,UKM77,2016,311000.0
2017,UKM82,2016,27181000.0
2017,UKM83,2016,35000.0
2017,UKN06,2016,4007000.0
2017,UKN12,2016,461000.0
2018,UKC12,2016,60000.0
2018,UKC14,2016,3718000.0
2018,UKC22,2016,6523000.0
2018,UKC23,2016,21000.0
2018,UKD12,2016,0.0
2018,UKD33,2016,24797000.0
2018,UKD34,2016,263000.0
2018,UKD36,2016,0.0
2018,UKD44,2016,1871000.0
2018,UKD45,2016,107000.0
2018,UKD47,2016,2000.0
2018,UKD63,2016,1670000.0
2018,UKD72,2016,6045000.0
2018,UKE11,2016,1583000.0
2018,UKE21,2016,2957000.0
2018,UKE32,2016,24722000.0
2018,UKE41,2016,675000.0
2018,UKE42,2016,10085000.0
2018,UKE44,2016,493000.0
2018,UKF11,2016,381000.0
2018,UKF14,2016,18958000.0
2018,UKF21,2016,3831000.0
2018,UKF22,2016,9973000.0
2018,UKF24,2016,7000.0
2018,UKF30,2016,402000.0
2018,UKG12,2016,28000.0
2018,UKG21,2016,797000.0
2018,UKG23,2016,18000.0
2018,UKG24,2016,323000.0
2018,UKG31,2016,17024000.0
2018,UKG33,2016,14667000.0
2018,UKG39,2016,34000.0
2018,UKH12,2016,31539000.0
2018,UKH14,2016,14000.0
2018,UKH15,2016,525000.0
2018,UKH21,2016,205000.0
2018,UKH23,2016,77000.0
2018,UKH25,2016,9721000.0
2018,UKH34,2016,529000.0
2018,UKH36,2016,141000.0
2018,UKI31,2016,30200000.0
2018,UKI32,2016,69357000.0
2018,UKI33,2016,7953000.0
2018,UKI34,2016,1559000.0
2018,UKI41,2016,46000.0
2018,UKI42,2016,6898000.0
2018,UKI43,2016,735000.0
2018,UKI44,2016,422000.0
2018,UKI51,2016,733000.0
2018,UKI63,2016,316000.0
2018,UKI71,2016,506000.0
2018,UKI73,2016,7000.0
2018,UKI74,2016,643000.0
2018,UKI75,2016,13000.0
2018,UKJ11,2016,4739000.0
2018,UKJ12,2016,782000.0
2018,UKJ13,2016,0.0
2018,UKJ14,2016,74613000.0
2018,UKJ21,2016,1583000.0
2018,UKJ25,2016,6443000.0
2018,UKJ27,2016,1102000.0
2018,UKJ31,2016,1056000.0
2018,UKJ32,2016,8513000.0
2018,UKJ36,2016,0.0
2018,UKJ44,2016,185000.0
2018,UKK11,2016,17125000.0
2018,UKK12,2016,1909000.0
2018,UKK13,2016,63000.0
2018,UKK21,2016,162000.0
2018,UKK30,2016,35000.0
2018,UKK41,2016,39000.0
2018,UKK43,2016,4144000.0
2018,UKL12,2016,129000.0
2018,UKL14,2016,125000.0
2018,UKL15,2016,1764000.0
2018,UKL18,2016,4825000.0
2018,UKL22,2016,8182000.0
2018,UKL23,2016,0.0
2018,UKM50,2016,3499000.0
2018,UKM62,2016,29000.0
2018,UKM71,2016,10767000.0
2018,UKM72,2016,735000.0
2018,UKM73,2016,39000.0
2018,UKM75,2016,15645000.0
2018,UKM77,2016,176000.0
2018,UKM82,2016,28861000.0
2018,UKM83,2016,12000.0
2018,UKN06,2016,5934000.0
2018,UKN12,2016,1390000.0
