year,nuts_id,nuts_year_spec,graduate_startups
2016,UKM77,2016,31
2016,UKM82,2016,175
2016,UKM83,2016,0
2016,UKN06,2016,0
2016,UKN12,2016,0
2017,UKC12,2016,209
2017,UKC14,2016,16
2017,UKC22,2016,340
2017,UKC23,2016,69
2017,UKD12,2016,76
2017,UKD33,2016,311
2017,UKD34,2016,91
2017,UKD36,2016,1
2017,UKD44,2016,55
2017,UKD45,2016,972
2017,UKD47,2016,0
2017,UKD63,2016,0
2017,UKD72,2016,310
2017,UKE11,2016,82
2017,UKE21,2016,27
2017,UKE32,2016,270
2017,UKE41,2016,0
2017,UKE42,2016,239
2017,UKE44,2016,128
2017,UKF11,2016,193
2017,UKF14,2016,436
2017,UKF21,2016,250
2017,UKF22,2016,80
2017,UKF24,2016,88
2017,UKF30,2016,138
2017,UKG12,2016,17
2017,UKG21,2016,0
2017,UKG23,2016,295
2017,UKG24,2016,3
2017,UKG31,2016,354
2017,UKG33,2016,77
2017,UKG39,2016,23
2017,UKH12,2016,60
2017,UKH14,2016,0
2017,UKH15,2016,188
2017,UKH21,2016,500
2017,UKH23,2016,137
2017,UKH25,2016,0
2017,UKH34,2016,70
2017,UKH36,2016,0
2017,UKI31,2016,633
2017,UKI32,2016,742
2017,UKI33,2016,0
2017,UKI34,2016,0
2017,UKI41,2016,37
2017,UKI42,2016,17
2017,UKI43,2016,204
2017,UKI44,2016,113
2017,UKI51,2016,11
2017,UKI63,2016,770
2017,UKI71,2016,0
2017,UKI73,2016,0
2017,UKI74,2016,0
2017,UKI75,2016,1
2017,UKJ11,2016,16
2017,UKJ12,2016,0
2017,UKJ13,2016,0
2017,UKJ14,2016,139
2017,UKJ21,2016,43
2017,UKJ25,2016,240
2017,UKJ27,2016,0
2017,UKJ31,2016,650
2017,UKJ32,2016,451
2017,UKJ36,2016,13
2017,UKJ44,2016,91
2017,UKK11,2016,26
2017,UKK12,2016,254
2017,UKK13,2016,24
2017,UKK21,2016,3
2017,UKK30,2016,197
2017,UKK41,2016,91
2017,UKK43,2016,35
2017,UKL12,2016,63
2017,UKL14,2016,810
2017,UKL15,2016,214
2017,UKL18,2016,59
2017,UKL22,2016,489
2017,UKL23,2016,0
2017,UKM50,2016,36
2017,UKM62,2016,0
2017,UKM71,2016,21
2017,UKM72,2016,0
2017,UKM73,2016,11
2017,UKM75,2016,493
2017,UKM77,2016,32
2017,UKM82,2016,172
2017,UKM83,2016,0
2017,UKN06,2016,0
2017,UKN12,2016,3
2018,UKC12,2016,186
2018,UKC14,2016,26
2018,UKC22,2016,343
2018,UKC23,2016,45
2018,UKD12,2016,38
2018,UKD33,2016,331
2018,UKD34,2016,105
2018,UKD36,2016,8
2018,UKD44,2016,80
2018,UKD45,2016,902
2018,UKD47,2016,0
2018,UKD63,2016,0
2018,UKD72,2016,279
2018,UKE11,2016,121
2018,UKE21,2016,30
2018,UKE32,2016,273
2018,UKE41,2016,0
2018,UKE42,2016,251
2018,UKE44,2016,131
2018,UKF11,2016,174
2018,UKF14,2016,481
2018,UKF21,2016,285
2018,UKF22,2016,89
2018,UKF24,2016,131
2018,UKF30,2016,130
2018,UKG12,2016,18
2018,UKG21,2016,0
2018,UKG23,2016,331
2018,UKG24,2016,6
2018,UKG31,2016,383
2018,UKG33,2016,111
2018,UKG39,2016,28
2018,UKH12,2016,75
2018,UKH14,2016,0
2018,UKH15,2016,245
2018,UKH21,2016,509
2018,UKH23,2016,256
2018,UKH25,2016,0
2018,UKH34,2016,85
2018,UKH36,2016,0
2018,UKI31,2016,544
2018,UKI32,2016,886
2018,UKI33,2016,0
2018,UKI34,2016,4
2018,UKI41,2016,55
2018,UKI42,2016,15
2018,UKI43,2016,227
2018,UKI44,2016,111
2018,UKI51,2016,14
2018,UKI63,2016,721
2018,UKI71,2016,0
2018,UKI73,2016,6
2018,UKI74,2016,35
2018,UKI75,2016,0
2018,UKJ11,2016,23
2018,UKJ12,2016,5
2018,UKJ13,2016,0
2018,UKJ14,2016,160
2018,UKJ21,2016,41
2018,UKJ25,2016,59
2018,UKJ27,2016,26
2018,UKJ31,2016,193
2018,UKJ32,2016,555
2018,UKJ36,2016,18
2018,UKJ44,2016,77
2018,UKK11,2016,36
2018,UKK12,2016,224
2018,UKK13,2016,31
2018,UKK21,2016,81
2018,UKK30,2016,197
2018,UKK41,2016,81
2018,UKK43,2016,39
2018,UKL12,2016,80
2018,UKL14,2016,1003
2018,UKL15,2016,195
2018,UKL18,2016,73
2018,UKL22,2016,500
2018,UKL23,2016,0
2018,UKM50,2016,49
2018,UKM62,2016,0
2018,UKM71,2016,23
2018,UKM72,2016,0
2018,UKM73,2016,7
2018,UKM75,2016,505
2018,UKM77,2016,35
2018,UKM82,2016,194
2018,UKM83,2016,0
2018,UKN06,2016,0
2018,UKN12,2016,7
