year,nuts_id,nuts_year_spec,spinoff_revenue
2015,UKM3,2013,199172000
2015,UKM5,2013,2853000
2015,UKM6,2013,0
2015,UKN0,2013,239630000
2016,UKC1,2016,71346000
2016,UKC2,2016,109442000
2016,UKD1,2016,616000
2016,UKD3,2016,41363000
2016,UKD4,2016,72609000
2016,UKD6,2016,0
2016,UKD7,2016,35811000
2016,UKE1,2016,7600000
2016,UKE2,2016,3479000
2016,UKE3,2016,0
2016,UKE4,2016,76896000
2016,UKF1,2016,58699000
2016,UKF2,2016,59403000
2016,UKF3,2016,2445000
2016,UKG1,2016,0
2016,UKG2,2016,7280000
2016,UKG3,2016,126383000
2016,UKH1,2016,16095000
2016,UKH2,2016,22265000
2016,UKH3,2016,1021000
2016,UKI3,2016,245465000
2016,UKI4,2016,62990000
2016,UKI5,2016,2875000
2016,UKI6,2016,29064000
2016,UKI7,2016,12417000
2016,UKJ1,2016,196364000
2016,UKJ2,2016,114737000
2016,UKJ3,2016,138025000
2016,UKJ4,2016,2805000
2016,UKK1,2016,125454000
2016,UKK2,2016,2326000
2016,UKK3,2016,70000
2016,UKK4,2016,52103000
2016,UKL1,2016,73218000
2016,UKL2,2016,51562000
2016,UKM5,2016,1495000
2016,UKM6,2016,0
2016,UKM7,2016,264900000
2016,UKM8,2016,226176000
2016,UKN0,2016,257491000
2017,UKC1,2016,81013000
2017,UKC2,2016,125443000
2017,UKD1,2016,1459000
2017,UKD3,2016,47671000
2017,UKD4,2016,65121000
2017,UKD6,2016,0
2017,UKD7,2016,37128000
2017,UKE1,2016,8269000
2017,UKE2,2016,1648000
2017,UKE3,2016,17592000
2017,UKE4,2016,98621000
2017,UKF1,2016,51817000
2017,UKF2,2016,44817000
2017,UKF3,2016,2277000
2017,UKG1,2016,0
2017,UKG2,2016,7377000
2017,UKG3,2016,136923000
2017,UKH1,2016,9745000
2017,UKH2,2016,23109000
2017,UKH3,2016,2439000
2017,UKI3,2016,341018000
2017,UKI4,2016,51604000
2017,UKI5,2016,1398000
2017,UKI6,2016,25598000
2017,UKI7,2016,13847000
2017,UKJ1,2016,374983000
2017,UKJ2,2016,101034000
2017,UKJ3,2016,157105000
2017,UKJ4,2016,4074000
2017,UKK1,2016,194233000
2017,UKK2,2016,3024000
2017,UKK3,2016,313000
2017,UKK4,2016,50145000
2017,UKL1,2016,105619000
2017,UKL2,2016,53265000
2017,UKM5,2016,1563000
2017,UKM6,2016,0
2017,UKM7,2016,331088000
2017,UKM8,2016,281513000
2017,UKN0,2016,300278000
2018,UKC1,2016,99637000
2018,UKC2,2016,152519000
2018,UKD1,2016,795000
2018,UKD3,2016,78287000
2018,UKD4,2016,63472000
2018,UKD6,2016,0
2018,UKD7,2016,37864000
2018,UKE1,2016,9395000
2018,UKE2,2016,1521000
2018,UKE3,2016,21157000
2018,UKE4,2016,111422000
2018,UKF1,2016,116943000
2018,UKF2,2016,47863000
2018,UKF3,2016,2145000
2018,UKG1,2016,0
2018,UKG2,2016,7431000
2018,UKG3,2016,86183000
2018,UKH1,2016,19995000
2018,UKH2,2016,23174000
2018,UKH3,2016,1966000
2018,UKI3,2016,318695000
2018,UKI4,2016,80399000
2018,UKI5,2016,1817000
2018,UKI6,2016,28542000
2018,UKI7,2016,16242000
2018,UKJ1,2016,480663000
2018,UKJ2,2016,92106000
2018,UKJ3,2016,241783000
2018,UKJ4,2016,6282000
2018,UKK1,2016,236302000
2018,UKK2,2016,1117000
2018,UKK3,2016,350000
2018,UKK4,2016,52162000
2018,UKL1,2016,93333000
2018,UKL2,2016,55139000
2018,UKM5,2016,2154000
2018,UKM6,2016,0
2018,UKM7,2016,316153000
2018,UKM8,2016,248045000
2018,UKN0,2016,347935000
