year,lep_id,lep_year_spec,contract_research_sme
2016,E37000010,2014,835000.0
2016,E37000011,2014,178000.0
2016,E37000012,2014,2419000.0
2016,E37000013,2014,687000.0
2016,E37000014,2014,146000.0
2016,E37000015,2014,2956000.0
2016,E37000016,2014,726000.0
2016,E37000017,2014,351000.0
2016,E37000018,2014,46000.0
2016,E37000019,2014,556000.0
2016,E37000020,2014,4362000.0
2016,E37000021,2014,879000.0
2016,E37000022,2014,2280000.0
2016,E37000023,2014,8661000.0
2016,E37000024,2014,28000.0
2016,E37000025,2014,1764000.0
2016,E37000026,2014,4000.0
2016,E37000027,2014,7876000.0
2016,E37000029,2014,1734000.0
2016,E37000030,2014,139000.0
2016,E37000031,2014,1484000.0
2016,E37000032,2014,49000.0
2016,E37000034,2014,216000.0
2016,E37000035,2014,598000.0
2016,E37000036,2014,309000.0
2016,E37000037,2014,1147000.0
2016,E37000038,2014,0.0
2016,E37000039,2014,1139000.0
2016,E37000040,2014,4073000.0
2017,E37000001,2017,74000.0
2017,E37000002,2017,69000.0
2017,E37000003,2017,29000.0
2017,E37000004,2017,396000.0
2017,E37000005,2017,0.0
2017,E37000006,2017,778000.0
2017,E37000007,2017,0.0
2017,E37000008,2017,1996000.0
2017,E37000009,2017,101000.0
2017,E37000010,2017,1636000.0
2017,E37000011,2017,107000.0
2017,E37000012,2017,1885000.0
2017,E37000014,2017,161000.0
2017,E37000015,2017,4830000.0
2017,E37000016,2017,567000.0
2017,E37000017,2017,355000.0
2017,E37000018,2017,56000.0
2017,E37000019,2017,1390000.0
2017,E37000020,2017,2733000.0
2017,E37000021,2017,775000.0
2017,E37000022,2017,2592000.0
2017,E37000023,2017,10825000.0
2017,E37000024,2017,30000.0
2017,E37000025,2017,1771000.0
2017,E37000027,2017,9845000.0
2017,E37000029,2017,2793000.0
2017,E37000030,2017,205000.0
2017,E37000032,2017,77000.0
2017,E37000034,2017,122000.0
2017,E37000035,2017,513000.0
2017,E37000036,2017,493000.0
2017,E37000037,2017,1103000.0
2017,E37000038,2017,18000.0
2017,E37000039,2017,196000.0
2017,E37000040,2017,4571000.0
2017,E37000041,2017,2021000.0
2017,E37000042,2017,848000.0
2018,E37000001,2017,89000.0
2018,E37000002,2017,41000.0
2018,E37000003,2017,43000.0
2018,E37000004,2017,469000.0
2018,E37000005,2017,0.0
2018,E37000006,2017,844000.0
2018,E37000007,2017,0.0
2018,E37000008,2017,2844000.0
2018,E37000009,2017,139000.0
2018,E37000010,2017,2147000.0
2018,E37000011,2017,73000.0
2018,E37000012,2017,2659000.0
2018,E37000014,2017,289000.0
2018,E37000015,2017,6187000.0
2018,E37000016,2017,1205000.0
2018,E37000017,2017,497000.0
2018,E37000018,2017,88000.0
2018,E37000019,2017,2372000.0
2018,E37000020,2017,4735000.0
2018,E37000021,2017,1164000.0
2018,E37000022,2017,2666000.0
2018,E37000023,2017,12601000.0
2018,E37000024,2017,0.0
2018,E37000025,2017,1433000.0
2018,E37000027,2017,9711000.0
2018,E37000029,2017,2570000.0
2018,E37000030,2017,566000.0
2018,E37000032,2017,3000.0
2018,E37000034,2017,144000.0
2018,E37000035,2017,512000.0
2018,E37000036,2017,525000.0
2018,E37000037,2017,1463000.0
2018,E37000038,2017,0.0
2018,E37000039,2017,256000.0
2018,E37000040,2017,5412000.0
2018,E37000041,2017,1683000.0
2018,E37000042,2017,839000.0
