year,nuts_id,nuts_year_spec,ce_cpd_income
2016,UKG1,2016,861000
2016,UKG2,2016,8240000
2016,UKG3,2016,33742000
2016,UKH1,2016,24533000
2016,UKH2,2016,30895000
2016,UKH3,2016,15041000
2016,UKI3,2016,166223000
2016,UKI4,2016,17275000
2016,UKI5,2016,3117000
2016,UKI6,2016,2980000
2016,UKI7,2016,12607000
2016,UKJ1,2016,39368000
2016,UKJ2,2016,8926000
2016,UKJ3,2016,24526000
2016,UKJ4,2016,11521000
2016,UKK1,2016,13485000
2016,UKK2,2016,5628000
2016,UKK3,2016,45000
2016,UKK4,2016,2986000
2016,UKL1,2016,12294000
2016,UKL2,2016,28171000
2016,UKM5,2016,8554000
2016,UKM6,2016,2202000
2016,UKM7,2016,26320000
2016,UKM8,2016,26208000
2016,UKN0,2016,5058000
2017,UKC1,2016,6416000
2017,UKC2,2016,12280000
2017,UKD1,2016,4894000
2017,UKD3,2016,33830000
2017,UKD4,2016,12858000
2017,UKD6,2016,2879000
2017,UKD7,2016,7243000
2017,UKE1,2016,1136000
2017,UKE2,2016,6599000
2017,UKE3,2016,4904000
2017,UKE4,2016,10958000
2017,UKF1,2016,17220000
2017,UKF2,2016,17714000
2017,UKF3,2016,8379000
2017,UKG1,2016,831000
2017,UKG2,2016,7810000
2017,UKG3,2016,34534000
2017,UKH1,2016,23181000
2017,UKH2,2016,26098000
2017,UKH3,2016,13676000
2017,UKI3,2016,169050000
2017,UKI4,2016,16699000
2017,UKI5,2016,2826000
2017,UKI6,2016,3089000
2017,UKI7,2016,14529000
2017,UKJ1,2016,53925000
2017,UKJ2,2016,8045000
2017,UKJ3,2016,24967000
2017,UKJ4,2016,12189000
2017,UKK1,2016,13736000
2017,UKK2,2016,5198000
2017,UKK3,2016,39000
2017,UKK4,2016,2752000
2017,UKL1,2016,16473000
2017,UKL2,2016,24509000
2017,UKM5,2016,7655000
2017,UKM6,2016,2028000
2017,UKM7,2016,27934000
2017,UKM8,2016,27368000
2017,UKN0,2016,6172000
2018,UKC1,2016,6785000
2018,UKC2,2016,11846000
2018,UKD1,2016,6691000
2018,UKD3,2016,30619000
2018,UKD4,2016,14897000
2018,UKD6,2016,1739000
2018,UKD7,2016,7755000
2018,UKE1,2016,1060000
2018,UKE2,2016,9093000
2018,UKE3,2016,5356000
2018,UKE4,2016,12871000
2018,UKF1,2016,19624000
2018,UKF2,2016,14824000
2018,UKF3,2016,6538000
2018,UKG1,2016,519000
2018,UKG2,2016,7554000
2018,UKG3,2016,32282000
2018,UKH1,2016,27003000
2018,UKH2,2016,40526000
2018,UKH3,2016,12673000
2018,UKI3,2016,178244000
2018,UKI4,2016,16362000
2018,UKI5,2016,2469000
2018,UKI6,2016,2762000
2018,UKI7,2016,12651000
2018,UKJ1,2016,54280000
2018,UKJ2,2016,8046000
2018,UKJ3,2016,27678000
2018,UKJ4,2016,15292000
2018,UKK1,2016,15155000
2018,UKK2,2016,4107000
2018,UKK3,2016,11000
2018,UKK4,2016,3275000
2018,UKL1,2016,15067000
2018,UKL2,2016,13589000
2018,UKM5,2016,10171000
2018,UKM6,2016,1442000
2018,UKM7,2016,36567000
2018,UKM8,2016,28994000
2018,UKN0,2016,8441000
