year,nuts_id,nuts_year_spec,air_pollution_mean_pm10
2013,UKJ1,2013,15.44
2013,UKJ2,2013,14.77
2013,UKJ3,2013,14.73
2013,UKJ4,2013,16.0
2013,UKK1,2013,14.53
2013,UKK2,2013,13.57
2013,UKK3,2013,13.76
2013,UKK4,2013,12.45
2013,UKL1,2013,11.37
2013,UKL2,2013,11.46
2013,UKM2,2013,9.47
2013,UKM3,2013,9.36
2013,UKM5,2013,10.21
2013,UKM6,2013,7.46
2013,UKN0,2013,10.05
2014,UKC1,2013,11.71
2014,UKC2,2013,10.45
2014,UKD1,2013,9.43
2014,UKD3,2013,14.04
2014,UKD4,2013,11.91
2014,UKD6,2013,13.2
2014,UKD7,2013,13.46
2014,UKE1,2013,16.99
2014,UKE2,2013,12.53
2014,UKE3,2013,15.29
2014,UKE4,2013,13.66
2014,UKF1,2013,15.65
2014,UKF2,2013,15.71
2014,UKF3,2013,17.53
2014,UKG1,2013,14.21
2014,UKG2,2013,13.25
2014,UKG3,2013,16.28
2014,UKH1,2013,16.62
2014,UKH2,2013,15.73
2014,UKH3,2013,16.86
2014,UKI3,2013,20.53
2014,UKI4,2013,19.79
2014,UKI5,2013,17.84
2014,UKI6,2013,16.42
2014,UKI7,2013,17.65
2014,UKJ1,2013,14.85
2014,UKJ2,2013,14.1
2014,UKJ3,2013,14.07
2014,UKJ4,2013,15.96
2014,UKK1,2013,14.14
2014,UKK2,2013,13.19
2014,UKK3,2013,12.03
2014,UKK4,2013,11.94
2014,UKL1,2013,10.99
2014,UKL2,2013,11.14
2014,UKM2,2013,9.33
2014,UKM3,2013,8.64
2014,UKM5,2013,10.69
2014,UKM6,2013,7.17
2014,UKN0,2013,9.34
2015,UKC1,2013,9.6
2015,UKC2,2013,8.65
2015,UKD1,2013,8.21
2015,UKD3,2013,12.37
2015,UKD4,2013,10.53
2015,UKD6,2013,11.72
2015,UKD7,2013,12.14
2015,UKE1,2013,14.16
2015,UKE2,2013,10.16
2015,UKE3,2013,12.86
2015,UKE4,2013,11.6
2015,UKF1,2013,13.69
2015,UKF2,2013,14.12
2015,UKF3,2013,15.11
2015,UKG1,2013,12.6
2015,UKG2,2013,11.83
2015,UKG3,2013,14.71
2015,UKH1,2013,14.21
2015,UKH2,2013,14.05
2015,UKH3,2013,14.9
2015,UKI3,2013,18.83
2015,UKI4,2013,18.25
2015,UKI5,2013,16.12
2015,UKI6,2013,14.73
2015,UKI7,2013,15.72
2015,UKJ1,2013,13.09
2015,UKJ2,2013,12.61
2015,UKJ3,2013,12.61
2015,UKJ4,2013,14.02
2015,UKK1,2013,12.39
2015,UKK2,2013,11.66
2015,UKK3,2013,12.44
2015,UKK4,2013,10.85
2015,UKL1,2013,9.48
2015,UKL2,2013,9.76
2015,UKM2,2013,7.92
2015,UKM3,2013,7.41
2015,UKM5,2013,8.56
2015,UKM6,2013,5.9
2015,UKN0,2013,7.62
2016,UKC1,2016,9.97
2016,UKC2,2016,9.13
2016,UKD1,2016,8.0
2016,UKD3,2016,13.29
2016,UKD4,2016,10.92
2016,UKD6,2016,12.53
2016,UKD7,2016,13.07
2016,UKE1,2016,15.17
2016,UKE2,2016,11.35
2016,UKE3,2016,13.85
2016,UKE4,2016,12.87
2016,UKF1,2016,15.01
2016,UKF2,2016,16.12
2016,UKF3,2016,16.3
2016,UKG1,2016,14.2
2016,UKG2,2016,13.14
2016,UKG3,2016,16.16
2016,UKH1,2016,16.51
2016,UKH2,2016,15.92
2016,UKH3,2016,16.75
2016,UKI3,2016,18.85
2016,UKI4,2016,18.86
2016,UKI5,2016,17.82
2016,UKI6,2016,16.69
2016,UKI7,2016,16.99
2016,UKJ1,2016,15.43
2016,UKJ2,2016,14.95
2016,UKJ3,2016,14.89
2016,UKJ4,2016,16.08
2016,UKK1,2016,14.4
2016,UKK2,2016,13.75
2016,UKK3,2016,12.71
2016,UKK4,2016,12.54
2016,UKL1,2016,10.44
2016,UKL2,2016,11.06
2016,UKM5,2016,9.33
2016,UKM6,2016,6.67
2016,UKM7,2016,8.85
2016,UKM8,2016,8.66
2016,UKM9,2016,8.29
2016,UKN0,2016,8.38
2017,UKC1,2016,9.66
2017,UKC2,2016,8.96
2017,UKD1,2016,7.69
2017,UKD3,2016,11.04
2017,UKD4,2016,9.49
2017,UKD6,2016,10.42
2017,UKD7,2016,11.07
2017,UKE1,2016,14.09
2017,UKE2,2016,10.82
2017,UKE3,2016,11.69
2017,UKE4,2016,10.88
2017,UKF1,2016,13.2
2017,UKF2,2016,14.86
2017,UKF3,2016,15.18
2017,UKG1,2016,12.61
2017,UKG2,2016,11.19
2017,UKG3,2016,14.34
2017,UKH1,2016,15.51
2017,UKH2,2016,15.88
2017,UKH3,2016,16.18
2017,UKI3,2016,18.3
2017,UKI4,2016,18.35
2017,UKI5,2016,17.24
2017,UKI6,2016,15.83
2017,UKI7,2016,16.54
2017,UKJ1,2016,14.63
2017,UKJ2,2016,14.48
2017,UKJ3,2016,13.45
2017,UKJ4,2016,15.33
2017,UKK1,2016,12.94
2017,UKK2,2016,12.11
2017,UKK3,2016,11.06
2017,UKK4,2016,10.74
2017,UKL1,2016,8.35
2017,UKL2,2016,9.01
2017,UKM5,2016,8.71
2017,UKM6,2016,5.95
2017,UKM7,2016,8.33
2017,UKM8,2016,8.25
2017,UKM9,2016,8.11
2017,UKN0,2016,7.6
2018,UKC1,2016,9.82
2018,UKC2,2016,8.79
2018,UKD1,2016,7.71
2018,UKD3,2016,11.69
2018,UKD4,2016,9.91
2018,UKD6,2016,10.67
2018,UKD7,2016,12.06
2018,UKE1,2016,14.99
2018,UKE2,2016,10.94
2018,UKE3,2016,12.47
2018,UKE4,2016,11.54
2018,UKF1,2016,12.89
2018,UKF2,2016,14.61
2018,UKF3,2016,15.92
2018,UKG1,2016,12.85
2018,UKG2,2016,11.41
2018,UKG3,2016,14.56
2018,UKH1,2016,15.91
2018,UKH2,2016,15.6
2018,UKH3,2016,16.02
2018,UKI3,2016,19.29
2018,UKI4,2016,19.4
2018,UKI5,2016,17.75
2018,UKI6,2016,16.12
2018,UKI7,2016,16.98
2018,UKJ1,2016,14.64
2018,UKJ2,2016,13.9
2018,UKJ3,2016,13.52
2018,UKJ4,2016,14.8
2018,UKK1,2016,13.19
2018,UKK2,2016,11.69
2018,UKK3,2016,10.66
2018,UKK4,2016,9.41
2018,UKL1,2016,9.94
2018,UKL2,2016,9.98
2018,UKM5,2016,8.56
2018,UKM6,2016,5.49
2018,UKM7,2016,8.11
2018,UKM8,2016,8.09
2018,UKM9,2016,7.87
2018,UKN0,2016,8.81
